,Model_4,K2_OI
800,CONFIRMED,FALSE POSITIVE
801,CONFIRMED,CANDIDATE
802,CONFIRMED,FALSE POSITIVE
803,CONFIRMED,CANDIDATE
804,CONFIRMED,FALSE POSITIVE
805,CONFIRMED,FALSE POSITIVE
806,CONFIRMED,CANDIDATE
807,CONFIRMED,CANDIDATE
808,CONFIRMED,FALSE POSITIVE
809,CONFIRMED,CANDIDATE
810,CONFIRMED,CANDIDATE
811,CONFIRMED,CANDIDATE
812,CONFIRMED,CANDIDATE
813,CONFIRMED,FALSE POSITIVE
814,CONFIRMED,FALSE POSITIVE
815,CONFIRMED,FALSE POSITIVE
816,CONFIRMED,CANDIDATE
817,CONFIRMED,FALSE POSITIVE
818,CONFIRMED,CANDIDATE
819,CONFIRMED,CANDIDATE
820,CONFIRMED,CANDIDATE
821,CONFIRMED,CANDIDATE
822,CONFIRMED,CANDIDATE
824,CONFIRMED,FALSE POSITIVE
825,CONFIRMED,FALSE POSITIVE
826,CONFIRMED,CANDIDATE
827,CONFIRMED,FALSE POSITIVE
828,CONFIRMED,CANDIDATE
829,CONFIRMED,CANDIDATE
830,CONFIRMED,FALSE POSITIVE
831,CONFIRMED,CANDIDATE
832,CONFIRMED,CANDIDATE
833,CONFIRMED,CANDIDATE
834,CONFIRMED,CANDIDATE
835,CONFIRMED,CANDIDATE
836,CONFIRMED,CANDIDATE
837,CONFIRMED,FALSE POSITIVE
838,CONFIRMED,CANDIDATE
839,CONFIRMED,CANDIDATE
840,CONFIRMED,CANDIDATE
841,CONFIRMED,CANDIDATE
842,CONFIRMED,CANDIDATE
843,CONFIRMED,CANDIDATE
844,CONFIRMED,FALSE POSITIVE
845,CONFIRMED,FALSE POSITIVE
846,CONFIRMED,CANDIDATE
847,CONFIRMED,FALSE POSITIVE
848,CONFIRMED,FALSE POSITIVE
849,CONFIRMED,CANDIDATE
850,CONFIRMED,CANDIDATE
851,CONFIRMED,CANDIDATE
852,CONFIRMED,FALSE POSITIVE
853,CONFIRMED,CANDIDATE
854,CONFIRMED,CANDIDATE
855,CONFIRMED,FALSE POSITIVE
856,CONFIRMED,FALSE POSITIVE
857,CONFIRMED,CANDIDATE
858,CONFIRMED,CANDIDATE
859,CONFIRMED,FALSE POSITIVE
860,CONFIRMED,FALSE POSITIVE
861,CONFIRMED,CANDIDATE
862,CONFIRMED,CANDIDATE
863,CONFIRMED,CANDIDATE
864,CONFIRMED,CANDIDATE
865,CONFIRMED,CANDIDATE
866,CONFIRMED,CANDIDATE
867,CONFIRMED,CANDIDATE
868,CONFIRMED,CANDIDATE
869,CONFIRMED,CANDIDATE
870,CONFIRMED,CANDIDATE
871,CONFIRMED,CANDIDATE
872,CONFIRMED,CANDIDATE
873,CONFIRMED,CANDIDATE
874,CONFIRMED,CANDIDATE
875,CONFIRMED,CANDIDATE
876,CONFIRMED,FALSE POSITIVE
877,CONFIRMED,FALSE POSITIVE
878,CONFIRMED,FALSE POSITIVE
879,CONFIRMED,FALSE POSITIVE
880,CONFIRMED,CANDIDATE
881,CONFIRMED,CANDIDATE
882,CONFIRMED,FALSE POSITIVE
883,CONFIRMED,FALSE POSITIVE
884,CONFIRMED,CANDIDATE
885,CONFIRMED,CANDIDATE
886,CONFIRMED,FALSE POSITIVE
887,CONFIRMED,FALSE POSITIVE
888,CONFIRMED,CANDIDATE
889,CONFIRMED,CANDIDATE
896,CONFIRMED,FALSE POSITIVE
897,CONFIRMED,CANDIDATE
899,CONFIRMED,FALSE POSITIVE
900,CONFIRMED,FALSE POSITIVE
901,CONFIRMED,CANDIDATE
902,CONFIRMED,FALSE POSITIVE
903,CONFIRMED,CANDIDATE
904,CONFIRMED,CANDIDATE
905,CONFIRMED,FALSE POSITIVE
906,CONFIRMED,FALSE POSITIVE
907,CONFIRMED,FALSE POSITIVE
908,CONFIRMED,FALSE POSITIVE
909,CONFIRMED,CANDIDATE
910,CONFIRMED,FALSE POSITIVE
911,CONFIRMED,FALSE POSITIVE
912,CONFIRMED,FALSE POSITIVE
913,CONFIRMED,CANDIDATE
914,CONFIRMED,CANDIDATE
915,CONFIRMED,CANDIDATE
916,CONFIRMED,FALSE POSITIVE
917,CONFIRMED,CANDIDATE
918,CONFIRMED,CANDIDATE
919,CONFIRMED,CANDIDATE
920,CONFIRMED,CANDIDATE
921,CONFIRMED,CANDIDATE
922,CONFIRMED,CANDIDATE
923,CONFIRMED,CANDIDATE
924,CONFIRMED,CANDIDATE
925,CONFIRMED,CANDIDATE
926,CONFIRMED,CANDIDATE
927,CONFIRMED,CANDIDATE
928,CONFIRMED,CANDIDATE
929,CONFIRMED,CANDIDATE
930,CONFIRMED,CANDIDATE
931,CONFIRMED,CANDIDATE
932,CONFIRMED,FALSE POSITIVE
933,CONFIRMED,FALSE POSITIVE
934,CONFIRMED,CANDIDATE
935,CONFIRMED,CANDIDATE
936,CONFIRMED,FALSE POSITIVE
937,CONFIRMED,CANDIDATE
938,CONFIRMED,CANDIDATE
939,CONFIRMED,CANDIDATE
940,CONFIRMED,FALSE POSITIVE
941,CONFIRMED,FALSE POSITIVE
942,CONFIRMED,FALSE POSITIVE
943,CONFIRMED,FALSE POSITIVE
944,CONFIRMED,FALSE POSITIVE
945,CONFIRMED,FALSE POSITIVE
946,CONFIRMED,FALSE POSITIVE
947,CONFIRMED,CANDIDATE
948,CONFIRMED,CANDIDATE
949,CONFIRMED,FALSE POSITIVE
950,CONFIRMED,CANDIDATE
951,CONFIRMED,CANDIDATE
952,CONFIRMED,CANDIDATE
953,CONFIRMED,CANDIDATE
954,CONFIRMED,CANDIDATE
955,CONFIRMED,FALSE POSITIVE
956,CONFIRMED,CANDIDATE
957,CONFIRMED,CANDIDATE
958,CONFIRMED,CANDIDATE
959,CONFIRMED,CANDIDATE
960,CONFIRMED,CANDIDATE
961,CONFIRMED,CANDIDATE
962,CONFIRMED,CANDIDATE
963,CONFIRMED,FALSE POSITIVE
964,CONFIRMED,CANDIDATE
973,CONFIRMED,FALSE POSITIVE
974,CONFIRMED,FALSE POSITIVE
975,CONFIRMED,CANDIDATE
976,CONFIRMED,FALSE POSITIVE
977,CONFIRMED,FALSE POSITIVE
978,CONFIRMED,FALSE POSITIVE
979,CONFIRMED,CANDIDATE
980,CONFIRMED,FALSE POSITIVE
981,CONFIRMED,CANDIDATE
982,CONFIRMED,CANDIDATE
983,CONFIRMED,CANDIDATE
984,CONFIRMED,FALSE POSITIVE
985,CONFIRMED,FALSE POSITIVE
986,CONFIRMED,CANDIDATE
987,CONFIRMED,CANDIDATE
988,CONFIRMED,FALSE POSITIVE
989,CONFIRMED,CANDIDATE
990,CONFIRMED,CANDIDATE
991,CONFIRMED,CANDIDATE
992,CONFIRMED,CANDIDATE
993,CONFIRMED,CANDIDATE
994,CONFIRMED,CANDIDATE
995,CONFIRMED,CANDIDATE
996,CONFIRMED,CANDIDATE
997,CONFIRMED,CANDIDATE
998,CONFIRMED,CANDIDATE
999,CONFIRMED,CANDIDATE
1000,CONFIRMED,FALSE POSITIVE
1001,CONFIRMED,CANDIDATE
1002,CONFIRMED,CANDIDATE
1003,CONFIRMED,FALSE POSITIVE
1004,CONFIRMED,FALSE POSITIVE
1005,CONFIRMED,FALSE POSITIVE
1006,CONFIRMED,FALSE POSITIVE
1007,CONFIRMED,FALSE POSITIVE
1008,CONFIRMED,FALSE POSITIVE
1009,CONFIRMED,FALSE POSITIVE
1010,CONFIRMED,FALSE POSITIVE
1011,CONFIRMED,CANDIDATE
1012,CONFIRMED,FALSE POSITIVE
1013,CONFIRMED,CANDIDATE
1014,CONFIRMED,CANDIDATE
1015,CONFIRMED,CANDIDATE
1016,CONFIRMED,FALSE POSITIVE
1017,CONFIRMED,FALSE POSITIVE
1018,CONFIRMED,CANDIDATE
1019,CONFIRMED,CANDIDATE
1020,CONFIRMED,CANDIDATE
1021,CONFIRMED,FALSE POSITIVE
1022,CONFIRMED,CANDIDATE
1023,CONFIRMED,FALSE POSITIVE
1024,CONFIRMED,CANDIDATE
1025,CONFIRMED,FALSE POSITIVE
1026,CONFIRMED,FALSE POSITIVE
1027,CONFIRMED,FALSE POSITIVE
1028,CONFIRMED,CANDIDATE
1029,CONFIRMED,CANDIDATE
1030,CONFIRMED,CANDIDATE
1031,CONFIRMED,FALSE POSITIVE
1032,CONFIRMED,CANDIDATE
1033,CONFIRMED,FALSE POSITIVE
1034,CONFIRMED,FALSE POSITIVE
1035,CONFIRMED,FALSE POSITIVE
1036,CONFIRMED,FALSE POSITIVE
1037,CONFIRMED,FALSE POSITIVE
1038,CONFIRMED,FALSE POSITIVE
1039,CONFIRMED,FALSE POSITIVE
1040,CONFIRMED,FALSE POSITIVE
1041,CONFIRMED,FALSE POSITIVE
1042,CONFIRMED,FALSE POSITIVE
1043,CONFIRMED,CANDIDATE
1044,CONFIRMED,CANDIDATE
1045,CONFIRMED,CANDIDATE
1046,CONFIRMED,CANDIDATE
1047,CONFIRMED,CANDIDATE
1048,CONFIRMED,FALSE POSITIVE
1049,CONFIRMED,FALSE POSITIVE
1050,CONFIRMED,FALSE POSITIVE
1051,CONFIRMED,CANDIDATE
1052,CONFIRMED,FALSE POSITIVE
1053,CONFIRMED,FALSE POSITIVE
1054,CONFIRMED,FALSE POSITIVE
1055,CONFIRMED,CANDIDATE
1056,CONFIRMED,CANDIDATE
1057,CONFIRMED,CANDIDATE
1058,CONFIRMED,CANDIDATE
1059,CONFIRMED,CANDIDATE
1060,CONFIRMED,CANDIDATE
1061,CONFIRMED,CANDIDATE
1062,CONFIRMED,CANDIDATE
1063,CONFIRMED,CANDIDATE
1064,CONFIRMED,CANDIDATE
1065,CONFIRMED,CANDIDATE
1066,CONFIRMED,CANDIDATE
1067,CONFIRMED,CANDIDATE
1068,CONFIRMED,CANDIDATE
1069,CONFIRMED,CANDIDATE
1070,CONFIRMED,FALSE POSITIVE
1071,CONFIRMED,CANDIDATE
1072,CONFIRMED,CANDIDATE
1073,CONFIRMED,FALSE POSITIVE
1074,CONFIRMED,FALSE POSITIVE
1075,CONFIRMED,FALSE POSITIVE
1076,CONFIRMED,CANDIDATE
1077,CONFIRMED,FALSE POSITIVE
1078,CONFIRMED,FALSE POSITIVE
1079,CONFIRMED,FALSE POSITIVE
1080,CONFIRMED,CANDIDATE
1081,CONFIRMED,FALSE POSITIVE
1082,CONFIRMED,CANDIDATE
1083,CONFIRMED,FALSE POSITIVE
1084,CONFIRMED,FALSE POSITIVE
1085,CONFIRMED,FALSE POSITIVE
1086,CONFIRMED,CANDIDATE
1087,CONFIRMED,FALSE POSITIVE
1088,CONFIRMED,CANDIDATE
1089,CONFIRMED,FALSE POSITIVE
1090,CONFIRMED,FALSE POSITIVE
1091,CONFIRMED,FALSE POSITIVE
1092,CONFIRMED,CANDIDATE
1093,CONFIRMED,CANDIDATE
1094,CONFIRMED,FALSE POSITIVE
1095,CONFIRMED,CANDIDATE
1096,CONFIRMED,CANDIDATE
1097,CONFIRMED,CANDIDATE
1098,CONFIRMED,CANDIDATE
1099,CONFIRMED,CANDIDATE
1100,CONFIRMED,CANDIDATE
1103,CANDIDATE,CONFIRMED
1107,CONFIRMED,CANDIDATE
1108,CONFIRMED,CANDIDATE
1109,CONFIRMED,CANDIDATE
1110,CONFIRMED,CANDIDATE
1111,CONFIRMED,CANDIDATE
1112,CONFIRMED,CANDIDATE
1113,CONFIRMED,CANDIDATE
1114,CONFIRMED,CANDIDATE
1115,CONFIRMED,CANDIDATE
1116,CONFIRMED,CANDIDATE
1117,CONFIRMED,CANDIDATE
1118,CONFIRMED,CANDIDATE
1119,CONFIRMED,CANDIDATE
1120,CONFIRMED,CANDIDATE
1121,CONFIRMED,CANDIDATE
1122,CONFIRMED,CANDIDATE
1123,CONFIRMED,CANDIDATE
1124,CONFIRMED,CANDIDATE
1125,CONFIRMED,CANDIDATE
1126,CONFIRMED,CANDIDATE
1127,CONFIRMED,CANDIDATE
1128,CONFIRMED,CANDIDATE
1129,CONFIRMED,CANDIDATE
1130,CONFIRMED,CANDIDATE
1131,CONFIRMED,CANDIDATE
1132,CONFIRMED,CANDIDATE
1133,CONFIRMED,CANDIDATE
1134,CONFIRMED,CANDIDATE
1135,CONFIRMED,CANDIDATE
1136,CONFIRMED,CANDIDATE
1137,CONFIRMED,CANDIDATE
1138,CONFIRMED,CANDIDATE
1139,CONFIRMED,CANDIDATE
1140,CONFIRMED,CANDIDATE
1141,CONFIRMED,CANDIDATE
1144,CONFIRMED,CANDIDATE
1145,CONFIRMED,CANDIDATE
1146,CONFIRMED,CANDIDATE
1147,CONFIRMED,CANDIDATE
1148,CONFIRMED,CANDIDATE
1149,CONFIRMED,CANDIDATE
1150,CONFIRMED,CANDIDATE
1151,CONFIRMED,CANDIDATE
1152,CONFIRMED,CANDIDATE
1153,CONFIRMED,CANDIDATE
1154,CONFIRMED,CANDIDATE
1155,CONFIRMED,CANDIDATE
1156,CONFIRMED,CANDIDATE
1157,CONFIRMED,CANDIDATE
1158,CONFIRMED,CANDIDATE
1159,CONFIRMED,CANDIDATE
1160,CONFIRMED,CANDIDATE
1161,CONFIRMED,CANDIDATE
1162,CONFIRMED,CANDIDATE
1163,CONFIRMED,CANDIDATE
1164,CONFIRMED,CANDIDATE
1165,CONFIRMED,CANDIDATE
1166,CONFIRMED,CANDIDATE
1167,CONFIRMED,CANDIDATE
1168,CONFIRMED,CANDIDATE
1169,CONFIRMED,CANDIDATE
1170,CONFIRMED,CANDIDATE
1171,CONFIRMED,CANDIDATE
1173,CONFIRMED,CANDIDATE
1174,CONFIRMED,CANDIDATE
1175,CONFIRMED,CANDIDATE
1176,CONFIRMED,CANDIDATE
1177,CONFIRMED,CANDIDATE
1178,CONFIRMED,CANDIDATE
1179,CONFIRMED,CANDIDATE
1180,CONFIRMED,CANDIDATE
1181,CONFIRMED,CANDIDATE
1182,CONFIRMED,CANDIDATE
1183,CONFIRMED,CANDIDATE
1184,CONFIRMED,CANDIDATE
1185,CONFIRMED,CANDIDATE
1186,CONFIRMED,CANDIDATE
1187,CONFIRMED,CANDIDATE
1188,CONFIRMED,CANDIDATE
1189,CONFIRMED,CANDIDATE
1190,CONFIRMED,CANDIDATE
1191,CONFIRMED,CANDIDATE
1192,CONFIRMED,CANDIDATE
1193,CONFIRMED,CANDIDATE
1194,CONFIRMED,CANDIDATE
1195,CONFIRMED,CANDIDATE
1196,CONFIRMED,CANDIDATE
1197,CONFIRMED,CANDIDATE
1198,CONFIRMED,FALSE POSITIVE
1199,CONFIRMED,FALSE POSITIVE
1200,CONFIRMED,CANDIDATE
1201,CONFIRMED,CANDIDATE
1202,CONFIRMED,CANDIDATE
1203,CONFIRMED,CANDIDATE
1204,CONFIRMED,CANDIDATE
1205,CONFIRMED,CANDIDATE
1206,CONFIRMED,CANDIDATE
1207,CONFIRMED,CANDIDATE
1208,CONFIRMED,CANDIDATE
1209,CONFIRMED,CANDIDATE
1210,CONFIRMED,CANDIDATE
1211,CONFIRMED,CANDIDATE
1212,CONFIRMED,CANDIDATE
1213,CONFIRMED,CANDIDATE
1223,CONFIRMED,CANDIDATE
1224,CONFIRMED,CANDIDATE
1225,CONFIRMED,CANDIDATE
1226,CONFIRMED,CANDIDATE
1227,CONFIRMED,CANDIDATE
1228,CONFIRMED,CANDIDATE
1229,CONFIRMED,CANDIDATE
1233,CONFIRMED,FALSE POSITIVE
1234,CONFIRMED,FALSE POSITIVE
1235,CONFIRMED,CANDIDATE
1236,CONFIRMED,CANDIDATE
1237,CONFIRMED,CANDIDATE
1238,CONFIRMED,CANDIDATE
1239,CONFIRMED,CANDIDATE
1240,CONFIRMED,CANDIDATE
1241,CONFIRMED,CANDIDATE
1242,CONFIRMED,CANDIDATE
1243,CONFIRMED,CANDIDATE
1244,CONFIRMED,CANDIDATE
1245,CONFIRMED,CANDIDATE
1246,CONFIRMED,CANDIDATE
1247,CONFIRMED,CANDIDATE
1248,CONFIRMED,CANDIDATE
1249,CONFIRMED,CANDIDATE
1250,CONFIRMED,CANDIDATE
1251,CONFIRMED,CANDIDATE
1252,CONFIRMED,CANDIDATE
1253,CONFIRMED,CANDIDATE
1254,CONFIRMED,CANDIDATE
1255,CONFIRMED,CANDIDATE
1256,CONFIRMED,CANDIDATE
1257,CONFIRMED,FALSE POSITIVE
1258,CONFIRMED,CANDIDATE
1259,CONFIRMED,CANDIDATE
1260,CONFIRMED,CANDIDATE
1261,CONFIRMED,CANDIDATE
1262,CONFIRMED,CANDIDATE
1263,CONFIRMED,CANDIDATE
1264,CONFIRMED,CANDIDATE
1265,CONFIRMED,CANDIDATE
1266,CONFIRMED,CANDIDATE
1267,CONFIRMED,CANDIDATE
1268,CONFIRMED,CANDIDATE
1269,CONFIRMED,CANDIDATE
1270,CONFIRMED,CANDIDATE
1271,CONFIRMED,CANDIDATE
1272,CONFIRMED,CANDIDATE
1273,CONFIRMED,CANDIDATE
1274,CONFIRMED,CANDIDATE
1275,CONFIRMED,CANDIDATE
1280,CONFIRMED,CANDIDATE
1281,CONFIRMED,CANDIDATE
1282,CONFIRMED,CANDIDATE
1283,CONFIRMED,CANDIDATE
1284,CONFIRMED,CANDIDATE
1285,CONFIRMED,CANDIDATE
1286,CONFIRMED,CANDIDATE
1287,CONFIRMED,CANDIDATE
1288,CONFIRMED,CANDIDATE
1289,CONFIRMED,CANDIDATE
1290,CONFIRMED,FALSE POSITIVE
1291,CONFIRMED,FALSE POSITIVE
1292,CONFIRMED,FALSE POSITIVE
1293,CONFIRMED,CANDIDATE
1294,CONFIRMED,CANDIDATE
1295,CONFIRMED,CANDIDATE
1296,CONFIRMED,CANDIDATE
1297,CONFIRMED,CANDIDATE
1298,CONFIRMED,CANDIDATE
1299,CONFIRMED,CANDIDATE
1300,CONFIRMED,CANDIDATE
1301,CONFIRMED,CANDIDATE
1302,CONFIRMED,CANDIDATE
1303,CONFIRMED,CANDIDATE
1304,CONFIRMED,CANDIDATE
1305,CONFIRMED,CANDIDATE
1306,CONFIRMED,CANDIDATE
1307,CONFIRMED,CANDIDATE
1308,CONFIRMED,CANDIDATE
1309,CONFIRMED,CANDIDATE
1310,CONFIRMED,CANDIDATE
1311,CONFIRMED,CANDIDATE
1312,CONFIRMED,CANDIDATE
1313,CONFIRMED,CANDIDATE
1314,CONFIRMED,CANDIDATE
1315,CONFIRMED,CANDIDATE
1316,CONFIRMED,CANDIDATE
1317,CONFIRMED,CANDIDATE
1318,CONFIRMED,CANDIDATE
1319,CONFIRMED,CANDIDATE
1320,CONFIRMED,CANDIDATE
1321,CONFIRMED,CANDIDATE
1322,CONFIRMED,CANDIDATE
1323,CONFIRMED,FALSE POSITIVE
1324,CONFIRMED,FALSE POSITIVE
1325,CONFIRMED,CANDIDATE
1326,CONFIRMED,CANDIDATE
1327,CONFIRMED,CANDIDATE
1328,CONFIRMED,CANDIDATE
1329,CONFIRMED,CANDIDATE
1330,CONFIRMED,CANDIDATE
1331,CONFIRMED,CANDIDATE
1332,CONFIRMED,CANDIDATE
1333,CONFIRMED,CANDIDATE
1334,CONFIRMED,CANDIDATE
1335,CONFIRMED,CANDIDATE
1336,CONFIRMED,CANDIDATE
1337,CONFIRMED,CANDIDATE
1338,CONFIRMED,CANDIDATE
1339,CONFIRMED,CANDIDATE
1340,CONFIRMED,CANDIDATE
1341,CONFIRMED,CANDIDATE
1342,CONFIRMED,CANDIDATE
1343,CONFIRMED,CANDIDATE
1344,CONFIRMED,CANDIDATE
1345,CONFIRMED,CANDIDATE
1346,CONFIRMED,CANDIDATE
1347,CONFIRMED,CANDIDATE
1348,CONFIRMED,CANDIDATE
1349,CONFIRMED,CANDIDATE
1350,CONFIRMED,CANDIDATE
1351,CONFIRMED,CANDIDATE
1352,CONFIRMED,CANDIDATE
1353,CONFIRMED,CANDIDATE
1354,CONFIRMED,CANDIDATE
1355,CONFIRMED,CANDIDATE
1356,CONFIRMED,CANDIDATE
1357,CONFIRMED,CANDIDATE
1358,CONFIRMED,CANDIDATE
1359,CONFIRMED,CANDIDATE
1360,CONFIRMED,CANDIDATE
1361,CONFIRMED,CANDIDATE
1362,CONFIRMED,CANDIDATE
1363,CONFIRMED,CANDIDATE
1364,CONFIRMED,CANDIDATE
1365,CONFIRMED,CANDIDATE
1366,CONFIRMED,CANDIDATE
1367,CONFIRMED,CANDIDATE
1368,CONFIRMED,CANDIDATE
1369,CONFIRMED,CANDIDATE
1370,CONFIRMED,CANDIDATE
1371,CONFIRMED,CANDIDATE
1372,CONFIRMED,CANDIDATE
1373,CONFIRMED,CANDIDATE
1374,CONFIRMED,CANDIDATE
1375,CONFIRMED,CANDIDATE
1376,CONFIRMED,CANDIDATE
1377,CONFIRMED,CANDIDATE
1378,CONFIRMED,CANDIDATE
1379,CONFIRMED,CANDIDATE
1380,CONFIRMED,CANDIDATE
1381,CONFIRMED,CANDIDATE
1382,CONFIRMED,CANDIDATE
1383,CONFIRMED,CANDIDATE
1384,CONFIRMED,CANDIDATE
1385,CONFIRMED,CANDIDATE
1386,CONFIRMED,CANDIDATE
1387,CONFIRMED,CANDIDATE
1388,CONFIRMED,CANDIDATE
1389,CONFIRMED,CANDIDATE
1390,CONFIRMED,CANDIDATE
1391,CONFIRMED,CANDIDATE
1392,CONFIRMED,CANDIDATE
1393,CONFIRMED,CANDIDATE
1394,CONFIRMED,CANDIDATE
1395,CONFIRMED,CANDIDATE
1396,CONFIRMED,CANDIDATE
1397,CONFIRMED,CANDIDATE
1398,CONFIRMED,CANDIDATE
1399,CONFIRMED,CANDIDATE
1400,CONFIRMED,CANDIDATE
1401,CONFIRMED,CANDIDATE
1402,CONFIRMED,CANDIDATE
1403,CONFIRMED,CANDIDATE
1404,CONFIRMED,CANDIDATE
1405,CONFIRMED,CANDIDATE
1406,CONFIRMED,CANDIDATE
1407,CONFIRMED,CANDIDATE
1408,CONFIRMED,CANDIDATE
1409,CONFIRMED,CANDIDATE
1410,CONFIRMED,CANDIDATE
1411,CONFIRMED,CANDIDATE
1412,CONFIRMED,CANDIDATE
1413,CONFIRMED,CANDIDATE
1414,CONFIRMED,CANDIDATE
1415,CONFIRMED,CANDIDATE
1416,CONFIRMED,CANDIDATE
1417,CONFIRMED,CANDIDATE
1418,CONFIRMED,CANDIDATE
1419,CONFIRMED,CANDIDATE
1420,CONFIRMED,CANDIDATE
1421,CONFIRMED,CANDIDATE
1422,CONFIRMED,CANDIDATE
1423,CONFIRMED,CANDIDATE
1424,CONFIRMED,CANDIDATE
1425,CONFIRMED,CANDIDATE
1426,CONFIRMED,CANDIDATE
1427,CONFIRMED,CANDIDATE
1428,CONFIRMED,CANDIDATE
1429,CONFIRMED,CANDIDATE
1430,CONFIRMED,CANDIDATE
1431,CONFIRMED,CANDIDATE
1432,CONFIRMED,CANDIDATE
1433,CONFIRMED,CANDIDATE
1434,CONFIRMED,CANDIDATE
1435,CONFIRMED,CANDIDATE
1436,CONFIRMED,CANDIDATE
1437,CONFIRMED,CANDIDATE
1438,CONFIRMED,CANDIDATE
1439,CONFIRMED,CANDIDATE
1440,CONFIRMED,CANDIDATE
1441,CONFIRMED,CANDIDATE
1442,CONFIRMED,CANDIDATE
1443,CONFIRMED,CANDIDATE
1444,CONFIRMED,CANDIDATE
1445,CONFIRMED,CANDIDATE
1446,CONFIRMED,CANDIDATE
1447,CONFIRMED,CANDIDATE
1448,CONFIRMED,CANDIDATE
1449,CONFIRMED,CANDIDATE
1450,CONFIRMED,CANDIDATE
1451,CONFIRMED,CANDIDATE
1452,CONFIRMED,CANDIDATE
1453,CONFIRMED,CANDIDATE
1454,CONFIRMED,CANDIDATE
1455,CONFIRMED,CANDIDATE
1456,CONFIRMED,CANDIDATE
1457,CONFIRMED,CANDIDATE
1458,CONFIRMED,CANDIDATE
1459,CONFIRMED,CANDIDATE
1460,CONFIRMED,CANDIDATE
1461,CONFIRMED,CANDIDATE
1462,CONFIRMED,CANDIDATE
1463,CONFIRMED,CANDIDATE
1464,CONFIRMED,CANDIDATE
1465,CONFIRMED,CANDIDATE
1466,CONFIRMED,CANDIDATE
1467,CONFIRMED,CANDIDATE
1468,CONFIRMED,CANDIDATE
1469,CONFIRMED,CANDIDATE
1470,CONFIRMED,CANDIDATE
1471,CONFIRMED,CANDIDATE
1472,CONFIRMED,CANDIDATE
1473,CONFIRMED,CANDIDATE
1474,CONFIRMED,CANDIDATE
1475,CONFIRMED,CANDIDATE
1476,CONFIRMED,CANDIDATE
1477,CONFIRMED,CANDIDATE
1478,CONFIRMED,CANDIDATE
1479,CONFIRMED,CANDIDATE
1480,CONFIRMED,CANDIDATE
1481,CONFIRMED,CANDIDATE
1482,CONFIRMED,CANDIDATE
1483,CONFIRMED,CANDIDATE
1484,CONFIRMED,CANDIDATE
1485,CONFIRMED,CANDIDATE
1487,CONFIRMED,CANDIDATE
1488,CONFIRMED,CANDIDATE
1489,CONFIRMED,CANDIDATE
1490,CONFIRMED,CANDIDATE
1494,CONFIRMED,CANDIDATE
1495,CONFIRMED,CANDIDATE
1496,CONFIRMED,CANDIDATE
1497,CONFIRMED,CANDIDATE
1498,CONFIRMED,CANDIDATE
1499,CONFIRMED,CANDIDATE
1500,CONFIRMED,CANDIDATE
1501,CONFIRMED,CANDIDATE
1502,CONFIRMED,CANDIDATE
1503,CONFIRMED,CANDIDATE
1504,CONFIRMED,CANDIDATE
1505,CONFIRMED,CANDIDATE
1506,CONFIRMED,CANDIDATE
1507,CONFIRMED,CANDIDATE
1508,CONFIRMED,CANDIDATE
1509,CONFIRMED,CANDIDATE
1510,CONFIRMED,CANDIDATE
1511,CONFIRMED,CANDIDATE
1512,CONFIRMED,CANDIDATE
1513,CONFIRMED,CANDIDATE
1514,CONFIRMED,CANDIDATE
1515,CONFIRMED,CANDIDATE
1516,CONFIRMED,CANDIDATE
1517,CONFIRMED,CANDIDATE
1518,CONFIRMED,CANDIDATE
1519,CONFIRMED,CANDIDATE
1520,CONFIRMED,CANDIDATE
1521,CONFIRMED,CANDIDATE
1522,CONFIRMED,CANDIDATE
1523,CONFIRMED,CANDIDATE
1524,FALSE POSITIVE,CONFIRMED
1526,CANDIDATE,CONFIRMED
1527,FALSE POSITIVE,CONFIRMED
1541,CONFIRMED,CANDIDATE
1542,CONFIRMED,CANDIDATE
1543,CONFIRMED,CANDIDATE
1544,CONFIRMED,CANDIDATE
1545,CONFIRMED,CANDIDATE
1546,CONFIRMED,CANDIDATE
1547,CONFIRMED,FALSE POSITIVE
1548,CONFIRMED,CANDIDATE
1549,CONFIRMED,CANDIDATE
1550,CONFIRMED,CANDIDATE
1551,CONFIRMED,FALSE POSITIVE
1552,CONFIRMED,FALSE POSITIVE
1553,CONFIRMED,CANDIDATE
1554,CONFIRMED,CANDIDATE
1555,CONFIRMED,CANDIDATE
1556,CONFIRMED,CANDIDATE
1557,CONFIRMED,CANDIDATE
1558,CONFIRMED,CANDIDATE
1559,CONFIRMED,CANDIDATE
1560,CONFIRMED,CANDIDATE
1561,CONFIRMED,CANDIDATE
1564,CONFIRMED,CANDIDATE
1565,CONFIRMED,CANDIDATE
1566,CONFIRMED,CANDIDATE
1567,CONFIRMED,CANDIDATE
1568,CONFIRMED,CANDIDATE
1569,CONFIRMED,CANDIDATE
1570,CONFIRMED,CANDIDATE
1571,CONFIRMED,CANDIDATE
1572,CONFIRMED,CANDIDATE
1573,CONFIRMED,CANDIDATE
1574,CONFIRMED,CANDIDATE
1575,CONFIRMED,CANDIDATE
1576,CONFIRMED,CANDIDATE
1577,CONFIRMED,CANDIDATE
1578,CONFIRMED,CANDIDATE
1579,CONFIRMED,CANDIDATE
1580,CONFIRMED,CANDIDATE
1581,CONFIRMED,CANDIDATE
1582,CONFIRMED,CANDIDATE
1583,CONFIRMED,CANDIDATE
1584,CONFIRMED,CANDIDATE
