row_id,koi_eccen,koi_teq,koi_impact,koi_incl,koi_insol,koi_count,koi_period,koi_steff,koi_smass,koi_smet,koi_slogg
0,0,793,0.146,89.66,93.59,2,9.48803557,5455,0.919,0.14,4.467
1,0,443,0.586,89.57,9.11,2,54.4183827,5455,0.919,0.14,4.467
2,0,638,0.969,88.96,39.3,1,19.89913995,5853,0.961,-0.18,4.544
3,0,1395,1.276,67.09,891.96,1,1.736952453,5805,0.836,-0.52,4.564
4,0,1406,0.701,85.41,926.16,1,2.525591777,6031,1.095,0.07,4.438
5,0,835,0.538,88.11,114.81,3,11.09432054,6046,1.053,-0.08,4.486
6,0,1160,0.762,83.72,427.65,3,4.13443512,6046,1.053,-0.08,4.486
7,0,1360,0.755,82.17,807.74,3,2.56658897,6046,1.053,-0.08,4.486
8,0,1342,1.169,60.92,767.22,1,7.36178958,6227,1.358,0,3.986
9,0,600,0.052,89.92,30.75,3,16.06864674,5031,0.801,0.16,4.485
10,0,1339,0.818,84.41,761.46,1,2.470613377,5820,0.971,-0.06,4.457
11,0,2048,0.224,87.21,4148.92,1,2.204735417,6440,1.449,0.14,4.019
12,0,1521,0.631,85.2,1264.67,1,3.522498429,6225,1.132,-0.04,4.169
13,0,1206,0.051,89.73,500.46,2,3.709214104,5833,0.974,-0.04,4.407
14,0,753,2.483,83.13,75.88,1,11.52144606,5795,0.938,-0.2,4.554
15,0,523,0.804,84.93,17.69,1,19.40393776,5043,0.657,-0.54,4.591
16,0,698,1.065,88.05,55.97,2,19.22138894,6117,1.025,-0.22,4.496
17,0,595,0.292,88.81,29.61,1,16.46983774,5152,0.741,-0.2,4.517
18,0,649,0.387,88.93,41.85,1,9.27358173,4856,0.676,-0.3,4.583
19,0,678,0.258,89.5,50.04,1,6.02930329,4537,0.761,0.21,4.648
20,0,1066,0.044,89.56,305.34,1,2.696370652,4989,0.781,0.1,4.504
21,0,919,0.092,89.62,168.99,3,5.349553819,5185,0.831,0.16,4.44
22,0,1018,0.226,88.88,253.15,3,3.94105221,5185,0.831,0.16,4.44
23,0,800,0.025,89.92,97.03,3,8.10904807,5185,0.831,0.16,4.44
24,0,297,0.9765,89.95,1.84,1,386.6030528,5543,1.103,0.44,4.081
25,0,530,0.896,87.91,18.64,4,21.67699193,4954,0.791,0.18,4.5
26,0,917,0.71,86.9,166.95,1,4.99677968,5339,0.931,0.18,4.552
27,0,1012,0.424,87.72,247.87,1,4.280963604,5644,0.928,-0.14,4.564
28,0,1452,0.86,79.38,1054.12,1,1.50635409,5714,0.926,-0.2,4.563
29,0,196,0.701,89.53,0.35,1,670.645531,5520,1.03,0.48,4.466
30,0,505,1.248,87.54,15.43,1,61.2563628,6144,1.093,0,4.402
31,0,529,0.468,89.44,18.53,1,38.3775486,5481,0.915,0.16,4.369
32,0,439,0.045,89.96,8.76,3,41.19725502,5031,0.801,0.16,4.485
33,0,823,0.105,89.68,108.3,3,6.252962249,5031,0.801,0.16,4.485
34,0,593,0.799,88.14,29.31,1,16.01308419,5015,0.785,0.1,4.499
35,0,506,0.021,89.98,15.55,2,32.62876672,5586,0.844,-0.3,4.56
36,0,359,0.606,89.61,3.92,2,91.7732862,5586,0.844,-0.3,4.56
37,0,1103,0.831,86.15,349.4,1,4.959319244,5712,0.976,0.1,4.359
38,0,1222,1.016,62.69,527.81,1,2.701287801,5550,0.889,-0.04,4.468
39,0,1133,0.312,88,389.62,1,4.49876511,6075,1.048,-0.12,4.486
40,0,730,0.723,88.27,67.03,1,19.65120951,6074,1.014,-0.12,4.391
41,0,1093,0.787,85.12,337.68,3,5.412203927,5779,0.941,-0.06,4.339
42,0,516,0.355,89.31,16.72,1,41.43958662,5468,0.93,0.22,4.367
43,0,790,0.023,89.95,91.9,1,8.35389523,5592,0.862,-0.28,4.582
44,0,1243,0.597,85.95,565.35,1,4.125543472,6174,1.162,0.1,4.417
45,0,1219,0.105,89.37,521.13,1,2.816504904,5532,0.941,0.14,4.452
46,0,430,0.812,86.45,8.11,1,33.93373447,5040,0.782,-0.24,4.628
47,0,1147,0.151,89.19,408.99,1,3.689920099,5880,1.01,-0.06,4.518
48,0,1104,0.405,87.72,351.23,3,4.431238488,5714,1.007,0.16,4.428
49,0,806,0.911,86.8,99.68,3,11.37936986,5714,1.007,0.16,4.428
50,0,489,0.602,89.28,13.49,1,26.39432897,5129,0.846,0.02,4.595
51,0,785,0.866,87.07,89.61,4,13.57078281,5854,0.951,-0.12,4.406
52,0,997,0.898,84.02,233.31,3,7.12594387,5779,0.941,-0.06,4.339
53,0,967,0.137,89.72,206.78,1,7.442652004,6108,0.981,-0.3,4.469
54,0,433,0.001,90,8.35,3,16.38489988,4126,0.633,0.04,4.661
55,0,553,0.041,89.92,22.18,3,7.8774163,4126,0.633,0.04,4.661
56,0,332,0.028,89.98,2.88,3,36.4454001,4126,0.633,0.04,4.661
57,0,1023,0.558,86.7,258.34,1,3.728732147,5497,0.907,-0.1,4.577
58,0,467,0.911,89.05,11.29,1,40.4195037,5446,0.714,-0.54,4.507
59,0,822,0.915,82.88,107.6,1,2.243380573,4149,0.578,-0.32,4.698
60,0,833,0.324,88.57,113.94,1,10.40599802,5746,0.77,-0.54,4.393
61,0,1070,0.28,88.19,311.16,2,2.337437946,5005,0.85,0.14,4.595
62,0,734,1.198,87.62,68.63,2,7.2406612,5005,0.85,0.14,4.595
63,0,1272,0.624,84.62,617.61,3,3.43591631,5779,0.941,-0.06,4.339
64,0,396,0.679,88.62,5.82,1,11.59822233,3688,0.503,0,4.79
65,0,1015,0.39,88.03,251.38,1,6.575315881,5992,0.927,-0.32,4.415
66,0,833,0.547,85.29,113.64,1,7.275040844,5485,0.986,0.21,4.556
67,0,393,0.031,89.97,5.66,2,19.27153892,4077,0.576,-0.24,4.702
68,0,488,0.628,89.22,13.43,2,10.06524317,4077,0.576,-0.24,4.702
69,0,677,0.883,86.13,49.68,1,12.3935651,5557,0.832,-0.4,4.603
70,0,531,0.852,88.27,18.77,4,43.84439721,5854,0.951,-0.12,4.406
71,0,1032,1.213,56.44,268.67,1,3.341913228,5295,0.853,-0.02,4.551
72,0,1547,1.26,58.03,1355.88,1,1.626630225,5735,0.889,-0.18,4.41
73,0,1420,0.023,89.81,960.79,2,2.711504086,6214,1.169,0.07,4.442
74,0,1025,0.012,89.95,260.58,2,7.21203748,6214,1.169,0.07,4.442
75,0,711,0.1601,89.95,60.35,1,14.1798187,5799,0.975,-0.1,4.539
76,0,751,0.022,89.95,75.44,2,8.47237911,5354,0.884,-0.08,4.587
77,0,390,0.094,89.94,5.49,2,60.4189369,5354,0.884,-0.08,4.587
78,0,753,0.55,88.17,76.15,1,12.61190435,5795,0.992,-0.02,4.508
79,0,1920,1.268,58.99,3209.29,1,1.433769925,6017,1.083,0.02,4.22
80,0,876,1.215,78.15,139.26,1,10.31872301,5927,1.05,0.07,4.409
81,0,1332,0.238,88.28,743.09,1,2.539183147,5519,0.921,0.14,4.35
82,0,812,0.838,86.84,102.87,1,6.770300385,5653,0.767,-0.84,4.656
83,0,1836,1.258,39.97,2706.26,1,0.444291966,5255,0.709,-0.72,4.678
84,0,812,0.92,85.87,102.91,1,10.181584,5988,0.885,-0.52,4.541
85,0,361,0.556,89.21,4,4,20.06036336,3950,0.502,-0.46,4.754
86,0,273,0.013,89.99,1.32,4,46.1842039,3950,0.502,-0.46,4.754
87,0,649,0.95,85.45,41.94,4,23.9800854,5854,0.951,-0.12,4.406
88,0,494,0.708,87.99,14.05,4,7.82502168,3950,0.502,-0.46,4.754
89,0,1005,0.524,87.56,241.62,1,3.895936525,5557,0.866,-0.3,4.592
90,0,536,0.4,89.26,19.45,1,22.36646466,5395,0.821,-0.34,4.615
91,0,1579,0.076,89.22,1467.41,1,1.625522174,5539,0.935,0.16,4.322
92,0,643,0.458,89.66,40.39,1,19.62034692,5710,0.928,-0.1,4.492
93,0,838,1.175,58.94,116.46,1,7.544039,5657,0.919,-0.18,4.567
94,0,757,0.024,89.94,77.75,1,9.02930689,5349,0.824,-0.12,4.526
95,0,843,0.281,88.54,119.31,1,10.32803571,5627,0.874,-0.1,4.359
96,0,308,0.379,89.83,2.14,5,143.2063047,5485,0.986,0.21,4.556
97,0,1021,0.646,86.69,256.35,4,6.164876,5854,0.951,-0.12,4.406
98,0,411,0.224,89.83,6.77,5,60.32494216,5485,0.986,0.21,4.556
99,0,524,0.3619,89.38,17.85,5,29.1598615,5485,0.986,0.21,4.556
100,0,1470,1.225,51.56,1105.68,1,1.540397253,5663,1.034,0.21,4.53
101,0,918,0.014,89.81,168.45,1,2.99025443,4667,0.737,0.1,4.578
102,0,1539,0.514,85.25,1329.42,1,1.594745374,5934,0.901,-0.38,4.491
103,0,886,0.003,89.99,145.48,1,4.783002698,5170,0.891,0.18,4.574
104,0,518,0.26,89.62,17.06,1,20.50588921,4905,0.739,-0.04,4.544
105,0,656,0.466,87.85,43.73,4,3.340218842,3950,0.502,-0.46,4.754
106,0,1326,1.255,67.79,730.47,1,2.507089906,5926,1.03,-0.04,4.506
107,0,701,0.08,89.86,57.13,3,18.64932728,5775,1.026,0.16,4.405
108,0,1262,0.529,86.1,598.74,4,4.90144976,5847,1.113,0.26,4.191
109,0,870,0.949,80.97,135.66,3,9.75192101,5775,1.026,0.16,4.405
110,0,550,0.911,87.91,21.71,3,38.5576546,5775,1.026,0.16,4.405
111,0,975,0.12,89.41,213.12,1,3.525632539,5150,0.855,0.08,4.572
112,0,511,0.934,88.92,16.1,1,34.84398644,5509,0.84,-0.16,4.482
113,0,964,0.517,88.02,204.39,1,7.748094239,5973,1.181,0.36,4.439
114,0,329,0.416,89.47,2.77,2,23.96793669,3747,0.536,0.1,4.728
115,0,469,0.888,87.95,11.39,2,8.29561738,3747,0.536,0.1,4.728
116,0,460,0.573,88.61,10.55,1,8.11437482,3692,0.553,0.28,4.753
117,0,500,0.501,89.63,14.81,1,38.03672948,5575,1.051,0.36,4.521
118,0,1155,1.28,19.01,421.08,1,4.64090031,6463,0.786,-1.66,4.5
119,0,1031,1.121,53.12,266.76,1,3.747838198,5514,0.926,-0.04,4.569
120,0,874,0.173,89.47,137.91,4,14.74914825,5847,1.113,0.26,4.191
121,0,639,0.053,89.92,39.33,1,21.81295996,5601,0.934,0.08,4.41
122,0,814,0.733,87.3,104,1,7.91936937,5690,0.852,-0.4,4.588
123,0,1947,1.5734,57.3,3400.48,1,1.028436523,6228,0.959,-0.44,4.428
124,0,600,0.692,88.73,30.54,1,15.37562369,4986,0.793,0.16,4.496
125,0,687,0.047,89.87,52.82,2,8.10363271,4861,0.733,-0.08,4.574
126,0,823,0.258,88.96,108.84,2,4.71510843,4861,0.733,-0.08,4.574
127,0,914,0.524,87.92,165.33,1,6.365839713,5776,0.939,-0.18,4.554
128,0,1047,0.941,81.71,284.25,1,5.97581754,6108,1.072,-0.08,4.471
129,0,1261,1.241,44.81,597.19,1,2.446737317,5764,0.959,-0.12,4.548
130,0,1021,0.736,85.95,257.29,1,3.04033046,5035,0.754,-0.06,4.519
131,0,610,0.773,87.95,32.67,5,15.33528675,5251,0.926,0.21,4.581
132,0,1074,0.706,85.95,314.15,4,7.95825328,5847,1.113,0.26,4.191
133,0,481,0.798,88.62,12.61,5,31.33046135,5251,0.926,0.21,4.581
134,0,1104,0.709,84.06,351.05,1,3.9043425,5810,0.989,-0.06,4.526
135,0,796,0.377,89.06,95.03,1,9.286358079,5670,0.82,-0.4,4.523
136,0,1133,1.276,76.4,388.71,1,3.951405455,6046,0.953,-0.38,4.539
137,0,731,0.008,89.98,67.65,5,23.65369415,5739,1.083,0.3,4.191
138,0,888,0.014,89.95,146.67,5,13.23352214,5739,1.083,0.3,4.191
139,0,1146,0.235,88.56,406.94,5,6.15560285,5739,1.083,0.3,4.191
140,0,1642,0.746,77.03,1718.04,5,2.090811305,5739,1.083,0.3,4.191
141,0,1458,0.196,88.34,1066.86,4,3.180027898,5847,1.113,0.26,4.191
142,0,568,0.379,89.57,24.64,5,50.4467417,5739,1.083,0.3,4.191
143,0,616,0.048,89.91,33.99,2,11.76307164,4959,0.849,0.16,4.603
144,0,366,0.7,89.56,4.22,2,56.2279271,4959,0.849,0.16,4.603
145,0,1010,1.178,58.76,244.87,1,2.384052875,4794,0.683,-0.22,4.58
146,0,696,0.3,89.24,55.37,2,7.953547,4768,0.759,0.18,4.536
147,0,864,0.004,89.99,132.08,2,4.14451656,4768,0.759,0.18,4.536
148,0,1114,1.259,81.27,364.23,1,4.859386384,6072,1.05,-0.1,4.47
149,0,713,0.644,88.69,61.16,1,10.52629458,5386,0.82,-0.2,4.553
150,0,1038,0.045,89.81,274.98,1,4.583520948,5815,0.973,-0.12,4.54
151,0,1121,0.926,75.62,372.62,1,3.76181843,5653,0.974,0.1,4.472
152,0,742,0.823,86.43,71.5,2,8.20396958,5015,0.785,0.1,4.499
153,0,613,0.97,84.34,33.48,2,14.49645186,5015,0.785,0.1,4.499
154,0,810,0.644,87.46,101.78,5,6.54626149,5251,0.926,0.21,4.581
155,0,562,0.427,89.17,23.6,2,12.71809866,4702,0.67,-0.22,4.592
156,0,397,0.26,89.77,5.88,2,36.06588163,4702,0.67,-0.22,4.592
157,0,1234,0.458,87.52,547.9,1,4.190425659,6073,1.163,0.2,4.392
158,0,1151,0.023,89.86,415.1,1,3.709870784,5727,1.013,0.14,4.463
159,0,727,0.791,86.59,66.08,1,16.3297527,5878,0.989,-0.06,4.444
160,0,554,0.782,88.96,22.24,1,27.80756622,5862,0.865,-0.52,4.584
161,0,452,0.527,89.4,9.88,1,80.8723469,5510,0.932,0.16,4.222
162,0,954,1.266,71.8,196.31,1,3.166465862,4968,0.68,-0.36,4.575
163,0,712,0.686,88.37,60.88,1,24.99324319,5718,0.961,0,4.181
164,0,777,0.029,89.93,86.22,1,10.35533116,5501,0.891,0.02,4.462
165,0,613,0.867,87.21,33.43,1,16.08518937,5239,0.83,0,4.523
166,0,188,0.778,89.76,0.29,1,235.9986399,4245,0.666,0.12,4.627
167,0,753,0.02,89.95,76.06,4,7.49018305,5103,0.823,0.04,4.562
168,0,445,0.035,89.97,9.29,4,36.2761238,5103,0.823,0.04,4.562
169,0,568,0.594,89.31,24.6,4,17.46087931,5103,0.823,0.04,4.562
170,0,233,0.018,89.99,0.69,1,56.0560754,3593,0.503,0.26,4.757
171,0,453,0.377,89.68,9.93,1,41.40831669,5522,0.786,-0.46,4.586
172,0,552,0.881,88.3,21.87,1,39.74893077,6122,1.041,-0.18,4.487
173,0,850,0.348,88.81,123.03,2,5.715425977,5237,0.927,0.24,4.572
174,0,669,0.035,89.94,47.4,2,49.18394185,5626,1.247,0.36,3.907
175,0,559,0.957,88.43,23.14,2,20.0261412,5237,0.927,0.24,4.572
176,0,733,1.081,86.94,68.29,1,13.61014819,5697,0.857,-0.26,4.46
177,0,667,0.23,89.55,46.94,1,10.44331991,4947,0.769,0.08,4.516
178,0,1160,0.128,89.23,427.17,1,2.237489571,5265,0.91,0.14,4.58
179,0,901,0.211,89.27,155.89,1,5.851520671,5532,0.804,-0.34,4.53
180,0,1221,0.026,89.87,526.23,1,3.167893418,5895,1.026,-0.02,4.503
181,0,1038,0.196,89.08,274.84,3,4.311780262,5527,0.956,0.16,4.484
182,0,622,0.383,89.31,35.44,3,20.0504494,5527,0.956,0.16,4.484
183,0,791,0.9,87.68,92.46,3,9.76734503,5527,0.956,0.16,4.484
184,0,366,0.076,89.96,4.25,1,119.0207044,5453,0.904,0.16,4.342
185,0,426,0.812,89.24,7.8,2,190.3200468,5626,1.247,0.36,3.907
186,0,1355,0.965,77.84,797.1,1,2.861159894,6126,1.09,-0.04,4.458
187,0,562,0.03,89.97,23.54,4,26.44439337,5427,0.915,0.16,4.463
188,0,450,0.183,89.84,9.67,4,51.53997972,5427,0.915,0.16,4.463
189,0,926,0.209,89.23,173.74,4,5.902245782,5427,0.915,0.16,4.463
190,0,1253,0.479,86.85,583.01,4,2.382951591,5427,0.915,0.16,4.463
191,0,521,0.036,89.95,17.48,2,21.02250608,5067,0.789,-0.08,4.585
192,0,998,0.06,89.72,234.93,4,3.219814777,5103,0.823,0.04,4.562
193,0,585,0.17,89.51,27.72,2,5.912273234,4072,0.586,-0.18,4.696
194,0,509,0.008,89.98,15.9,2,8.98581901,4072,0.586,-0.18,4.696
195,0,723,0.897,88.54,64.64,1,12.94066866,5875,0.895,-0.42,4.572
196,0,742,0.95,87.6,71.57,1,20.5452375,5670,0.937,0,4.206
197,0,495,0.67,89.23,14.22,2,33.60123371,5149,0.882,0.42,4.447
198,0,845,0.429,88.51,120.48,2,6.76652928,5149,0.882,0.42,4.447
199,0,1174,0.025,89.91,449.79,1,4.347288783,5754,1.014,0.16,4.345
200,0,896,0.567,87.56,152.91,2,4.601811819,4986,0.793,0.16,4.496
201,0,667,0.387,89.1,46.65,2,11.18719905,4986,0.793,0.16,4.496
202,0,595,0.705,85.03,29.68,1,4.220965778,3837,0.544,-0.06,4.747
203,0,853,7.361,79,125.22,1,6.998099523,5612,0.926,-0.12,4.566
204,0,635,0.327,89,38.52,3,5.95489993,4261,0.64,-0.06,4.641
205,0,502,0.286,89.51,15.06,3,12.03987488,4261,0.64,-0.06,4.641
206,0,418,0.706,89.18,7.24,3,20.83762895,4261,0.64,-0.06,4.641
207,0,1399,1.223,67.15,904.92,1,8.8111022,6200,1.333,-0.12,3.8
208,0,487,0.926,86.86,13.34,1,23.58917143,4919,0.697,-0.24,4.566
209,0,1145,0.833,83.8,406.25,2,6.481633073,5945,1.009,-0.08,4.213
210,0,720,0.537,88.66,63.68,2,10.37168928,5121,0.822,0.18,4.457
211,0,992,0.836,86.81,229.37,2,3.96996298,5121,0.822,0.18,4.457
212,0,1139,0.899,74.9,398,1,4.40841331,6007,0.968,-0.24,4.457
213,0,878,0.942,77.16,140.57,1,7.9426176,5811,1.036,0.07,4.521
214,0,236,0.731,89.76,0.73,2,226.8904775,5067,0.789,-0.08,4.585
215,0,1109,1.091,78.08,357.16,1,1.956811408,5209,0.602,-1.24,4.657
216,0,929,0.001,90,175.76,1,2.688899233,4820,0.699,-0.4,4.667
217,0,686,0.049,89.89,52.32,3,9.439459486,5097,0.891,0.21,4.597
218,0,927,0,90,174.81,1,11.52306746,5644,1.053,0.3,4.162
219,0,530,0.497,89.43,18.65,3,20.47748843,5097,0.891,0.21,4.597
220,0,970,0.252,88.88,209.79,3,3.336123113,5097,0.891,0.21,4.597
221,0,453,0.192,89.59,9.9,3,8.01078456,3713,0.484,-0.12,4.779
222,0,395,0.014,89.96,5.74,3,12.07134205,3713,0.484,-0.12,4.779
223,0,328,0.228,89.79,2.74,3,20.99587872,3713,0.484,-0.12,4.779
224,0,905,0.712,87.54,158.11,1,7.41113177,5849,1.014,-0.02,4.517
225,0,1620,0.908,77.28,1635.2,1,1.000747038,5472,0.718,-0.54,4.499
226,0,770,0.069,89.89,83.21,1,8.884922995,5332,0.821,-0.08,4.5
227,0,986,0.018,89.93,223.19,1,8.09888906,6214,1.169,0.07,4.442
228,0,876,0.862,83.94,139.21,1,10.00653012,6063,1.079,-0.02,4.47
229,0,911,0.075,89.79,163.04,1,17.85522168,6823,1.386,0.07,4.308
230,0,432,0.811,88.53,8.22,1,12.73262407,3950,0.563,-0.14,4.721
231,0,226,0.658,89.54,0.62,1,83.92494032,3960,0.526,-0.36,4.746
232,0,998,0.344,87.87,234.28,1,5.007316661,5865,0.914,-0.34,4.563
233,0,931,0.69,84.94,177.19,5,2.211116989,4500,0.71,-0.02,4.656
234,0,400,0.063,89.94,6.04,5,27.9541337,4500,0.71,-0.02,4.656
235,0,1008,0.008,89.98,244.3,2,12.69104387,5869,1.019,-0.16,4.024
236,0,1101,0.028,89.83,347.06,1,4.409409243,5600,0.811,-0.26,4.368
237,0,598,0.043,89.92,30.14,3,16.23947096,5191,0.937,0.34,4.564
238,0,819,0.03,89.9,106.44,3,6.308201629,5191,0.937,0.34,4.564
239,0,1497,0.437,86.76,1183.18,1,2.052349884,5855,1.049,0.14,4.393
240,0,460,0.09,89.84,10.59,3,9.7704486,3906,0.508,-0.32,4.73
241,0,569,0.351,88.87,24.75,3,5.169804269,3906,0.508,-0.32,4.73
242,0,771,0.02,89.96,83.56,2,21.22261195,5945,1.009,-0.08,4.213
243,0,362,0.886,87.49,4.05,3,20.09017037,3906,0.508,-0.32,4.73
244,0,429,0.334,89.21,8.01,3,7.11373257,3561,0.44,0,4.855
245,0,554,0.001,90,22.19,3,3.306551643,3561,0.44,0,4.855
246,0,332,0.115,89.86,2.86,3,15.36845737,3561,0.44,0,4.855
247,0,833,0.791,88.04,113.75,1,13.81020318,5942,1.009,-0.04,4.327
248,0,1182,0.93,79.95,461.07,2,4.093578461,6077,1.077,-0.04,4.471
249,0,401,0.964,88.39,6.09,2,105.145959,6077,1.077,-0.04,4.471
250,0,499,0.21,89.57,14.66,2,10.8484518,4201,0.609,-0.2,4.682
251,0,587,0.644,88.24,28.06,2,6.66833241,4201,0.609,-0.2,4.682
252,0,1016,0.093,89.51,251.48,1,4.082274889,5655,0.886,-0.3,4.581
253,0,1010,0.649,85.02,246.29,1,3.886655224,5662,0.813,-0.54,4.61
254,0,349,0.045,89.96,3.49,5,42.1406089,4500,0.71,-0.02,4.656
255,0,728,0.649,86.99,66.47,5,4.617490562,4500,0.71,-0.02,4.656
256,0,559,0.714,88.27,23.11,5,10.19849255,4500,0.71,-0.02,4.656
257,0,950,0.949,81.1,192.74,1,5.795063956,5865,0.914,-0.34,4.563
258,0,782,0.45,88.68,88.23,3,7.15681552,5029,0.798,0.14,4.494
259,0,579,0.653,89.27,26.49,3,17.64830851,5029,0.798,0.14,4.494
260,0,938,0.093,89.58,182.76,3,4.14810719,5029,0.798,0.14,4.494
261,0,655,0.395,89.22,43.57,4,16.51410989,5527,0.841,-0.18,4.488
262,0,536,0.839,88.21,19.55,4,30.1329298,5527,0.841,-0.18,4.488
263,0,990,0.11,89.55,227.24,4,4.79090809,5527,0.841,-0.18,4.488
264,0,743,0.125,89.86,71.97,2,31.71981013,5869,1.019,-0.16,4.024
265,0,360,0.028,89.99,3.97,4,99.6415962,5527,0.841,-0.18,4.488
266,0,1162,0.061,89.71,431.02,1,4.708326451,5560,0.94,0.14,4.246
267,0,438,9.303,74.37,8.71,1,16.37198661,4187,0.58,-0.28,4.656
268,0,850,0.314,88.67,123.33,1,5.392026903,5198,0.915,0.21,4.589
269,0,1194,0.095,89.69,480.19,1,2.494170338,5569,0.928,-0.08,4.566
270,0,1062,0.535,87.17,301.54,2,6.491682808,6123,1.159,0.14,4.413
271,0,1076,1.252,33.39,317.36,1,3.044770796,5525,0.843,-0.36,4.603
272,0,1212,0.348,87.96,508.65,1,3.855603916,6033,1.153,0.21,4.46
273,0,1158,0.864,80.68,425.74,1,3.855599139,5936,1.075,0.07,4.501
274,0,484,0.003,90,13.01,1,38.47876629,5510,0.973,0.16,4.539
275,0,606,0.408,89.42,31.86,1,37.60166128,6140,0.989,-0.24,4.354
276,0,1155,0.799,85.11,421.03,1,3.314947362,5609,0.983,0.16,4.481
277,0,952,0.985,80.64,194.18,1,6.71969089,5931,0.825,-0.6,4.479
278,0,472,0.062,89.93,11.74,2,39.6431552,5231,0.844,0.14,4.455
279,0,549,0.203,89.59,21.4,1,51.42598578,6257,1.233,0.21,4.41
280,0,543,0.751,88.76,20.48,1,21.80451611,5481,0.806,-0.5,4.629
281,0,680,0.168,89.59,50.6,3,10.28194593,5196,0.869,0.04,4.593
282,0,563,0.206,89.64,23.77,3,18.11993039,5196,0.869,0.04,4.593
283,0,949,0.691,86.54,191.78,3,3.78402867,5196,0.869,0.04,4.593
284,0,964,0.933,80.1,204.1,1,5.15448142,5431,0.816,-0.14,4.457
285,0,745,0.023,89.95,72.71,2,33.80364366,5855,1.174,0.16,3.999
286,0,982,0.001,90,219.95,1,5.743469797,5897,0.983,-0.16,4.531
287,0,577,0.938,88.8,26.13,1,39.4759093,6225,1.091,-0.12,4.45
288,0,700,0.886,88.39,56.84,1,19.97448524,6108,1.072,-0.08,4.471
289,0,1273,0.032,89.76,621.92,1,3.166353562,6007,1.072,0.02,4.47
290,0,652,1.245,87.92,42.8,1,23.89963441,6192,0.991,-0.38,4.503
291,0,1315,0.433,87.2,705.93,4,3.388012244,5553,0.949,0.16,4.221
292,0,1097,0.341,88.54,341.48,4,5.83909761,5553,0.949,0.16,4.221
293,0,1681,0.271,87.2,1893.42,4,1.620467654,5553,0.949,0.16,4.221
294,0,897,0.646,87.92,152.75,4,10.6816951,5553,0.949,0.16,4.221
295,0,784,0.041,89.78,89.25,1,6.104849417,5085,0.71,-0.36,4.584
296,0,1145,0.079,89.56,406.6,1,3.578780566,5524,0.95,0.2,4.421
297,0,1079,1.234,62.34,319.76,1,3.187067566,5450,0.857,-0.14,4.552
298,0,1013,0.033,89.88,248.57,3,5.826657508,5561,0.943,0.16,4.362
299,0,787,0.021,89.95,90.65,3,12.41216347,5561,0.943,0.16,4.362
300,0,686,0.508,89.11,52.38,3,18.74649011,5561,0.943,0.16,4.362
301,0,781,0.066,89.88,87.76,4,20.86021229,6035,0.958,-0.28,4.22
302,0,615,0.142,89.85,33.82,4,42.63427848,6035,0.958,-0.28,4.22
303,0,484,0.147,89.89,12.94,4,87.6476068,6035,0.958,-0.28,4.22
304,0,1010,0.331,88.96,246.13,4,9.61731426,6035,0.958,-0.28,4.22
305,0,407,0.081,89.85,6.47,2,9.467821474,3582,0.491,0.18,4.807
306,0,893,0.009,89.92,151.14,2,0.893040969,3582,0.491,0.18,4.807
307,0,1008,0.566,87.04,244.42,1,4.942783419,5514,1.003,0.36,4.459
308,0,595,0.256,89.63,29.62,1,20.83426731,5537,0.999,0.21,4.549
309,0,807,0.035,89.91,100.34,3,9.94602357,5344,0.867,0.16,4.365
310,0,1710,0.037,89.51,2031.84,3,1.04562195,5344,0.867,0.16,4.365
311,0,971,0.503,88.25,210.16,3,5.71462396,5344,0.867,0.16,4.365
312,0,797,0.922,87.9,95.4,1,102.9641952,5047,2.15,0.07,3.066
313,0,1050,0.965,77.26,287.91,4,8.14515981,5896,0.884,-0.36,4.197
314,0,792,1.3,79.72,93.03,4,18.9985279,5896,0.884,-0.36,4.197
315,0,1305,0.949,75.07,686.99,4,4.24439049,5896,0.884,-0.36,4.197
316,0,485,0.698,89.14,13.09,1,90.1240507,6520,1.279,0.07,4.375
317,0,538,0.068,89.91,19.83,2,28.5742692,5551,0.776,-0.42,4.508
318,0,242,0.1158,89.95,0.81,1,856.672115,6449,1.063,-0.32,4.232
319,0,1943,0.154,87.33,3362.71,1,0.689210173,5630,1.064,0.36,4.505
320,0,839,0.185,89.78,117.5,1,7.34373964,5757,0.865,-0.5,4.597
321,0,2562,1.2962,8.59,10177.11,1,0.445277068,6167,1.149,0.07,4.444
322,0,3000,1.246,46.6,19256.81,2,0.379463865,5075,0.905,-0.06,3.892
323,0,860,1.02,86.91,129.45,1,9.88047978,6113,0.997,-0.3,4.512
324,0,2259,0.968,19.59,6152.88,1,4.6484156,6980,1.671,-0.42,3.577
325,0,804,0.994,88.43,98.77,1,17.51201477,6224,0.998,-0.26,4.33
326,0,3145,0.06,89.81,23135.72,1,3.9886021,4813,2.016,-0.22,2.472
327,0,5862,1.263,29.64,277887.7,1,0.533059312,8523,2.166,-0.5,3.559
328,0,2073,1.226,23.56,4391.51,1,0.525154153,5582,0.819,-0.3,4.497
329,0,1610,1.258,26.7,1595.19,1,1.303861044,5758,0.887,-0.24,4.475
330,0,1580.163265,0.69544898,72.65908163,31090.7949,1,0.73452496,5632.693878,1.011989796,-0.153367347,4.29494898
331,0,1312,1.228,15.02,701.68,1,2.55549176,5948,0.954,-0.26,4.508
332,0,2404,2.641,47.65,7903.84,1,2.947376671,8090,1.828,-0.14,4.002
