row_id,koi_eccen,koi_teq,koi_impact,koi_incl,koi_insol,koi_count,koi_period,koi_steff,koi_smass,koi_smet,koi_slogg
3819,0,380,1.017,88.07,4.95,1,143.196381,6007,0.882,-0.44,4.333
3820,0,1848,0.043,89.89,2754.19,1,9.089151782,6729,1.907,-0.06,3.493
3821,0,1236,0.657,77.19,553.59,1,1.87886973,5448,0.815,-0.38,4.613
3822,0,1548,0.634,72.9,1357.43,1,0.979161676,5390,0.875,-0.14,4.591
3823,0,329,0.349,89.82,2.77,1,225.26213,5799,0.977,0,4.276
3824,0,1658,0.009,89.89,1782.11,1,0.855922327,5437,0.727,-0.52,4.539
3825,0,697,0.741,86.16,55.82,1,25.9528725,6370,1.148,-0.1,4.41
3826,0,1237,0.067,89.54,554.4,1,2.31482311,5240,0.833,0.12,4.428
3827,0,1435,0.013,89.7,1006.13,1,0.952374508,4754,0.791,0.46,4.508
3828,0,3814,0.991,13.9,50168.18,2,0.936751792,7843,2.081,0.07,3.829
3829,0,140,0.2607,89.95,0.09,1,393.34331,3994,0.583,-0.1,4.717
3830,0,2913,0.017,89.78,17004.65,1,0.621361411,6234,1.116,-0.2,4.046
3831,0,1580.163265,0.69544898,72.65908163,31090.7949,1,250.2376074,5632.693878,1.011989796,-0.153367347,4.29494898
3832,0,1067,0.591,87.36,306.18,1,10.778313,6726,1.054,-0.6,4.262
3833,0,2068,0.161,87.98,4338.76,1,0.594310785,5931,0.933,-0.34,4.554
3834,0,725,0.973,80.02,65.27,1,27.2106807,5973,0.922,-0.34,4.171
3835,0,2111,0.7702,75.63,4693.13,1,4.31978105,5519,1.397,-1.02,3.303
3836,0,1397,1.158,72.1,900.23,1,4.32710895,5776,0.804,-0.66,4.018
3837,0,1075,0.417,87.31,314.96,5,2.90512019,5374,0.68,-0.68,4.555
3838,0,853,0.353,89.29,125.45,1,14.2651545,5825,1.049,0.14,4.237
3839,0,1078,0.08,89.8,318.92,1,5.04404366,6039,1.027,-0.14,4.493
3840,0,1159,0.381,89.15,426.61,1,11.17931581,6292,1.324,-0.08,4.014
3841,0,2491,0.485,82.78,9065.72,1,1.284991846,6060,1.151,-0.3,3.852
3842,0,1596,0.033,89.65,1534.29,1,1.166960319,5632,1.026,0.21,4.537
3843,0,382,0.733,89.56,5.01,1,324.18028,5792,1.19,-0.12,3.835
3844,0,1852,0.348,78.33,2764.64,1,0.530959357,5325,0.84,-0.22,4.607
3845,0,1227,0.07,89.52,535.78,1,0.701944362,4236,0.528,-0.68,4.698
3846,0,878,0.007,89.97,141.1,1,3.05772668,4483,0.723,0.26,4.57
3847,0,693,0.755,87.92,54.54,1,9.9092109,5396,0.784,-0.48,4.632
3848,0,1588,0.644,83.2,1505.33,1,0.996864568,5418,0.746,-0.42,4.524
3849,0,2001,0.547,81.77,3803.56,1,0.673684895,5645,0.936,0.02,4.453
3850,0,733,0.579,88.47,68.37,1,56.644452,6237,1.399,0.12,3.862
3851,0,1426,0.559,81.39,978.84,1,1.710319812,5774,0.831,-0.46,4.524
3852,0,899,0.08,89.39,154.59,1,5.62978034,5497,0.952,0.07,4.57
3853,0,1791,1.111,75.38,2423.97,1,1.050852976,5780,1,0,4.438
3854,0,890,0.011,89.97,148.31,1,6.39269778,5248,0.844,0.16,4.416
3855,0,4689,0.47,86,114263.25,1,1.540398683,4971,1.854,-0.74,2.373
3856,0,1202,0.104,89.1,493.09,1,3.0570982,6021,0.922,-0.5,4.57
3857,0,268,0.0035,89.95,1.23,1,365.25921,5993,1.031,-0.04,4.415
3858,0,989,0.562,87.49,226.11,3,7.87845756,5767,0.91,-0.14,4.287
3859,0,326,0.9082,89.38,2.67,1,372.72688,6148,1.334,0.38,4.147
3860,0,819,1.973,67.43,106.5,1,9.9398272,5798,1.038,0.1,4.507
3861,0,2165,0.409,82.45,5186.18,1,0.866346,6241,1.079,-0.06,4.366
3862,0,1780,0.651,69.3,2373.06,1,0.885129679,5792,0.959,-0.14,4.547
3863,0,1107,0.4491,89.95,355.22,1,56.898749,9189,1.933,-0.5,3.864
3864,0,2407,1.124,21.15,8008.07,2,0.438153876,6032,1.014,-0.18,4.508
3865,0,279,0.1165,89.95,1.44,1,398.40957,6251,1.089,-0.06,4.378
3866,0,1969,0.985,23.45,3537.89,2,0.696286519,5904,0.958,-0.24,4.543
3867,0,1222,0.896,81.51,528.14,2,5.79179934,6174,1.109,0.02,4.244
3868,0,177,0.909,89.36,0.23,5,129.945392,3751,0.452,-0.34,4.8
3869,0,677,0.854,87.79,49.53,7,27.9040511,6325,1.157,-0.04,4.409
3870,0,1763,0.644,72.72,2275.72,1,1.39772545,6006,1.084,0.08,4.38
3871,0,1099,1.9583,14.9,344.8,2,12.4246697,6550,1.144,-0.32,4.094
3872,0,235,0.0358,89.95,0.72,1,383.00806,5750,0.98,-0.04,4.538
3873,0,2144,0.507,78.82,5000.82,1,0.847588864,6335,1.12,-0.14,4.427
3874,0,267,0.1599,89.95,1.2,1,331.81534,6029,1.04,-0.1,4.494
3875,0,2745,0.242,86.41,13425.76,1,1.75649346,6619,1.771,0,3.718
3876,0,1592,1.3275,53.29,1516.94,1,0.644322147,5136,0.608,-1.04,4.648
3877,0,1159,1.24,23.83,427.26,1,1.8912501,4883,0.767,0.12,4.523
3878,0,742,0.474,89.64,71.56,1,17.8075656,6194,0.988,-0.32,4.45
3879,0,1991,1.147,10.91,3727.96,1,0.996023763,6110,1.029,-0.1,4.387
3880,0,548,0.3646,89.38,21.35,5,36.616669,5780,1,-0.153367347,4.438
3881,0,247,0.2184,89.95,0.89,1,333.03842,5743,1.018,0.07,4.534
3882,0,1374,0.77,82.34,842.07,2,3.75030469,5866,1.016,0,4.191
3883,0,1559,0.972,45.08,1410.9,1,0.259819659,3939,0.55,-0.2,4.736
3884,0,2254,0.504,62.87,6076.99,1,0.566795467,5642,0.886,-0.08,4.337
3885,0,1203,0.065,89.58,495.58,2,4.72693131,5950,1.1,0.14,4.323
3886,0,1016,0.529,87.06,251.36,2,10.0989634,6174,1.109,0.02,4.244
3887,0,1150,0.73,75.28,414.64,1,3.67515329,5968,0.97,-0.26,4.534
3888,0,1920,0.099,88.75,3196.46,1,0.715825886,5640,0.924,-0.04,4.486
3889,0,836,0.21,89.52,115.61,1,26.5487294,5456,1.074,-0.24,3.802
3890,0,1788,0.957,61.56,2415.37,1,0.492291661,4971,0.693,-0.3,4.566
3891,0,1528,0.903,42.41,1292.5,1,1.6911935,5780,1,0,4.438
3892,0,1516,0.057,89.47,1249.87,1,2.42803503,6609,1.073,-0.5,4.484
3893,0,233,0.4268,89.95,0.7,1,372.94844,5763,0.903,-0.28,4.559
3894,0,1972,1.263,16.66,3579.78,1,0.787120016,6112,0.684,-1.98,4.481
3895,0,1030,0.885,87.65,266.05,2,13.12297275,6134,1.173,0.02,4.065
3896,0,1108,0.101,89.49,356.49,4,6.28384079,5888,1.036,0.06,4.275
3897,0,659,0.0731,89.38,44.45,5,21.131609,5780,1,-0.153367347,4.438
3898,0,420,0.3455,89.38,7.33,5,81.675841,5780,1,-0.153367347,4.438
3899,0,596,0.2411,89.38,29.76,5,28.5463574,5780,1,-0.153367347,4.438
3900,0,862,0.871,84.61,130.75,2,22.7909233,6311,1.286,0.02,4.116
3901,0,436,0.4863,89.95,8.58,5,72.563291,5780,1,-0.153367347,4.438
3902,0,186,0.024,89.99,0.28,1,174.510276,4367,0.496,-1.46,4.822
3903,0,2782,0.31,86.88,14116.16,1,0.681180633,4939,0.889,-0.18,3.635
3904,0,1181,0.6449,88.24,459.41,2,15.705388,7454,1.602,-0.04,4.107
3905,0,989,0.97,20.63,226.81,1,7.65270746,6328,1.026,-0.4,4.481
3906,0,1522,0.01,89.87,1269.46,1,2.27164952,6274,1.115,-0.1,4.434
3907,0,1051,0.671,73.2,288.62,1,3.84835742,5709,0.863,-0.36,4.57
3908,0,328,0.0824,89.95,2.73,1,369.13236,6282,1.084,-0.22,4.151
3909,0,2494,1.7017,14.9,9145.54,1,1.0388961,7043,1.406,-0.02,4.264
3910,0,271,0.753,89.95,1.28,1,293.76887,6074,0.871,-0.64,4.522
3911,0,1406,0.513,82.35,922.49,1,1.87885327,5851,0.93,-0.26,4.534
3912,0,1769,0.389,84.56,2325.64,1,0.785473311,5356,0.81,-0.1,4.466
3913,0,1026,0.644,80.85,262.14,1,5.2438982,5804,0.932,-0.16,4.473
3914,0,980,0.341,88.87,217.95,4,9.08745206,5888,1.036,0.06,4.275
3915,0,158,1.5335,89.38,0.15,1,441.877824,4437,0.627,-0.26,4.629
3916,0,811,0.064,89.05,102.54,1,2.9761504,4236,0.657,0.12,4.612
3917,0,322,0.701,89.49,2.55,2,64.0019669,4652,0.734,0.02,4.617
3918,0,354,0.014,89.98,3.7,1,4.83809469,3187,0.18,0.1,5.091
3919,0,297,0.6901,89.95,1.84,1,361.91436,6247,0.978,-0.36,4.309
3920,0,788,0.044,89.86,91.02,1,9.3281912,5525,0.939,0.08,4.514
3921,0,394,0.705,89.53,5.7,1,106.957467,6075,1.048,-0.12,4.486
3922,0,3375,0.365,84.2,30567.67,1,0.629001455,6739,1.375,-0.24,3.948
3923,0,1360,0.44,87.67,807.43,1,2.71603664,6011,1.119,0.14,4.452
3924,0,417,0.705,89.87,7.18,1,75.8781344,5579,0.893,-0.02,4.413
3925,0,227,0.0624,89.95,0.62,1,374.59003,5497,0.806,-0.28,4.508
3926,0,176,0.002,90,0.23,1,147.661729,3788,0.52,-0.1,4.774
3927,0,710,0.701,88.32,60.11,1,13.00291716,5796,0.882,-0.4,4.575
3928,0,279,0.092,89.99,1.44,1,319.30633,6095,1.08,-0.04,4.459
3929,0,578,0.015,89.98,26.46,2,42.0292298,5850,1.072,0.16,4.297
3930,0,2423,0.5574,78.5,8141.84,1,1.75254087,6660,1.23,-0.46,3.894
3931,0,1886,0.841,81.27,2970.58,1,0.505111993,5262,0.875,-0.02,4.59
3932,0,2373,0.942,58.91,7468.24,7,0.646745436,6325,1.157,-0.04,4.409
3933,0,1476,0.129,89.47,1122.9,1,3.38557445,5718,0.936,-0.18,4.069
3934,0,1553,0.7277,78.5,1374.41,1,2.754024,6419,1.073,-0.2,4.321
3935,0,2064,0.559,86.18,4299.89,1,1.975208831,6401,1.185,-0.2,4.029
3936,0,1904,1.143,19.29,3120.32,1,0.960843605,5708,1.112,0.56,4.378
3937,0,999,0.607,83.15,235.01,1,4.206109,5480,0.78,-0.36,4.522
3938,0,2026,1.236,54.79,3989.37,1,0.962590772,6274,1.115,-0.1,4.434
3939,0,886,0.375,89.21,145.65,1,13.3997555,6401,1.183,-0.04,4.389
3940,0,1251,0.331,88.52,579.64,1,2.49385348,5615,0.79,-0.4,4.477
3941,0,1882,0.047,89.43,2974.07,1,0.776950288,5861,0.957,-0.2,4.546
3942,0,891,0.351,88.3,148.97,1,5.93725628,5428,0.727,-0.46,4.494
3943,0,620,0.973,88.18,34.99,1,18.22211768,5162,0.862,0.32,4.411
3944,0,980,0.365,88.56,218.18,1,4.56383697,5408,0.848,-0.06,4.496
3945,0,819,0.525,88.88,106.21,5,16.5340022,6052,1.015,-0.12,4.285
3946,0,622,0.6049,89.38,35.48,3,55.119831,6297,1.18,-0.06,4.155
3947,0,803,0.5744,88.81,98.5,3,25.6416117,6297,1.18,-0.06,4.155
3948,0,1680,1.141,15.22,1884.66,1,1.33258455,6039,1.027,-0.14,4.493
3949,0,282,0.3892,89.95,1.51,1,350.81029,5841,1.148,0.44,4.321
3950,0,2023,0.957,40.98,3991.16,1,0.341842017,5016,0.817,0.02,4.601
3951,0,1063,0.197,89.18,301.8,1,13.9482197,5529,1.291,0.14,3.808
3952,0,1357,0.91,80.26,802.11,1,5.67577999,6681,1.294,-0.08,4.233
3953,0,2464,0.059,89.24,8688.17,1,0.570953851,6238,1.193,0.12,4.396
3954,0,588,0.685,88.81,28.19,1,49.564693,5907,1.234,0.46,4.212
3955,0,1161,0.339,88.11,428.77,1,4.29258258,6137,1.038,-0.2,4.487
3956,0,2808,1.341,36.81,14655.53,1,0.960842633,7381,1.429,-0.24,4.186
3957,0,1230.591837,0.752229592,74.92673469,102.46,1,14.5893928,5846.928571,1.055642857,-0.147755102,4.3095
3958,0,1293,0.202,89.31,661.04,1,5.49548533,6157,1.02,-0.26,4.159
3959,0,1919,0.191,88.38,3204.25,2,2.89494709,7087,1.418,-0.18,4.137
3960,0,1904,1.206,45.8,3100.61,1,0.980505042,5794,0.963,-0.02,4.372
3961,0,1015,0.834,84.53,251.16,2,20.4853893,4938,1.136,0,3.45
3962,0,1064,0.143,89.55,302.74,1,3.58273837,5448,0.912,0.07,4.517
3963,0,1013,0.715,87.81,248.62,2,15.604841,6254,1.11,-0.26,4.019
3964,0,560,0.6194,89.38,23.25,3,75.681309,6297,1.18,-0.06,4.155
3965,0,1651,0.197,87.81,1763.73,1,0.762950224,5385,0.797,-0.36,4.61
3966,0,400,0.928,82.77,6.07,1,62.060783,5526,0.85,-0.26,4.578
3967,0,463,0.839,89.76,10.86,1,170.995748,6127,1.405,0.21,3.991
3968,0,1299,0.171,87.86,673.53,2,12.4252735,6156,1.202,-0.58,3.703
3969,0,823,1.241,85.37,108.22,2,39.2820405,6143,1.074,-0.6,3.81
3970,0,1580.163265,0.69544898,72.65908163,31090.7949,1,361.5456125,5632.693878,1.011989796,-0.153367347,4.29494898
3971,0,791,0.025,89.96,92.77,2,19.5650801,6180,1.09,0.02,4.294
3972,0,324,0.4433,89.95,2.6,2,355.79978,6350,1.188,-0.06,4.225
3973,0,220,0.3421,89.95,0.55,1,410.99389,5471,1.002,0.3,4.533
3974,0,1473,0.037,89.71,1114.8,1,2.17823752,6052,0.905,-0.44,4.422
3975,0,1126,0.8171,58.44,379.5,1,1.404674486,4716,0.603,-0.64,4.65
3976,0,912,0.5729,89.38,163.58,1,24.9097436,6596,1.227,-0.22,4.037
3977,0,651,0.783,87.21,42.42,2,12.3101351,5009,0.797,0.16,4.491
3978,0,1379,0.25,87.98,851.6,1,2.61576515,6088,0.934,-0.4,4.446
3979,0,244,0.0176,89.95,0.84,1,409.2452,5910,0.886,-0.38,4.466
3980,0,1003,0.485,87.95,239.39,1,6.94245216,6108,1.132,0.07,4.466
3981,0,1303,0.299,88.53,680.77,1,5.53312006,6170,1.047,-0.22,4.15
3982,0,327,0.234,89.91,2.72,1,200.721168,5566,0.94,0.14,4.275
3983,0,981,0.397,88.33,219.36,1,9.4061364,5855,1.02,0.04,4.24
3984,0,2431,0.4742,85.37,8250.8,1,0.935086665,6762,1.276,-0.16,4.282
3985,0,2415,0.171,87.41,8026.6,1,1.489457454,6316,1.285,-0.1,3.908
3986,0,1398,0.632,84.94,905.88,1,1.181165291,5203,0.779,-0.22,4.582
3987,0,471,0.021,89.98,11.59,1,66.373298,6143,1.027,-0.22,4.47
3988,0,958,0.112,89.53,198.73,4,13.61165024,6170,1.282,0.24,4.192
3989,0,731,0.594,87.87,67.62,1,6.24564633,4858,0.786,-0.02,4.622
3990,0,1790,0.326,85.41,2433.01,1,0.945829261,5959,0.948,-0.32,4.546
3991,0,899,0.939,79.6,154.68,2,10.8614163,6339,1.069,-0.28,4.454
3992,0,1932,0.034,89.78,3303.84,1,0.973160836,6108,1.132,0.07,4.466
3993,0,1295,0.914,77.6,664.54,1,4.05943749,5051,0.949,0.26,3.978
3994,0,1171,0.778,86.03,445.49,2,7.03965141,5902,1.12,0.16,4.128
3995,0,2250,0.6,85.62,6060.79,1,4.72519164,6655,1.653,-0.48,3.49
3996,0,1780,0.241,89.1,2376.4,1,6.39903778,5178,1.66,-0.22,3.286
3997,0,476,0.985,89.05,12.17,1,66.6434565,5751,1.079,0.32,4.339
3998,0,839,1.2359,9.74,117.05,1,0.739761008,3417,0.354,0,4.9
3999,0,1908,0.57,83.9,3129.59,1,0.950735805,6039,1.108,0.07,4.478
4000,0,201,0.9179,89.38,0.38,1,369.819993,4806,0.801,0.48,4.495
4001,0,1561,0.503,86.38,1398.42,1,2.17815935,6258,1.139,-0.02,4.413
4002,0,413,0.769,89.5,6.87,1,160.850075,5999,1.225,0.18,4.168
4003,0,2240,1.272,42.08,5954.82,1,0.720460644,6304,1.11,-0.14,4.435
4004,0,1083,1.168,71.52,325.63,1,3.7948721,5883,0.881,-0.5,4.58
4005,0,297,0.957,89.4,1.83,3,122.0804953,5132,0.805,-0.06,4.571
4006,0,1146,0.069,89.61,407.58,2,6.2614227,6384,1.046,-0.24,4.361
4007,0,1012,0.033,89.91,247.2,1,3.70386741,5496,0.869,-0.24,4.592
4008,0,1709,0.904,83.43,2024.34,1,0.638437699,5073,0.922,0.48,4.571
4009,0,1061,1.216,32.77,299.44,1,1.8912851,4700,0.734,0,4.605
4010,0,1061,0.919,83.44,299.47,1,19.8751355,6918,1.536,0,4.021
4011,0,270,0.3519,89.95,1.27,1,343.42046,6115,0.999,-0.22,4.469
4012,0,970,0.719,79.92,209.73,1,3.47148164,5297,0.8,-0.34,4.626
4013,0,674,0.197,89.54,48.82,1,5.94373492,4391,0.671,0.04,4.598
4014,0,235,0.2652,89.95,0.72,1,244.60373,5166,0.853,0,4.593
4015,0,528,0.713,89.51,18.44,1,85.7567919,5037,1.083,0.08,3.783
4016,0,1099,0.828,82.31,345.07,1,2.18660188,4904,0.745,0,4.535
4017,0,904,0.022,89.95,158.19,2,7.2929891,5959,0.945,-0.32,4.549
4018,0,1315,0.768,77.85,704.95,1,3.1339356,6137,1.086,-0.06,4.46
4019,0,1312,0.32,88.19,699.7,1,2.55315031,5970,0.996,-0.18,4.521
4020,0,1190,0.863,82.32,473.18,2,2.936587946,5455,0.795,-0.2,4.421
4021,0,331,0.133,89.97,2.84,1,145.786556,5578,0.905,0,4.44
4022,0,2694,0.662,72.12,12477.61,1,1.33254212,6613,1.355,-0.24,3.87
4023,0,752,0.069,89.87,75.83,1,10.7769944,5455,0.759,-0.34,4.457
4024,0,1483,0.019,89.9,1143.04,1,2.5093344,6278,1.132,-0.06,4.425
4025,0,1697,0.011,89.92,1960.12,1,0.918921494,5655,0.926,-0.14,4.561
4026,0,925,0.107,89.62,172.98,1,7.84931877,5678,0.828,-0.28,4.365
4027,0,460,1.8756,88.81,10.63,1,67.7125988,6309,0.86,-0.94,4.517
4028,0,669,0.892,75.61,47.26,1,12.4285576,5492,0.841,-0.34,4.604
4029,0,1739,0.011,89.88,2160.97,1,1.275511306,5921,0.984,-0.1,4.418
4030,0,1475,0.66,87.51,1117.19,1,5.78159956,6443,1.371,-0.06,4.023
4031,0,781,0.972,67.04,87.82,1,8.4805019,5555,0.709,-0.74,4.554
4032,0,787,0.374,88.94,90.55,4,24.5607107,6170,1.282,0.24,4.192
4033,0,1497,0.01,89.92,1187.5,2,2.94648935,6481,1.194,-0.08,4.378
4034,0,1673,0.477,84.97,1846.47,1,1.227986164,5746,0.861,-0.28,4.435
4035,0,1426,0.505,81.96,978.38,1,2.11548883,5952,1.057,0.02,4.489
4036,0,242,0.424,89.78,0.81,1,358.96247,5743,1.003,0.04,4.527
4037,0,1139,0.32,87.22,395.98,1,2.17815196,5357,0.775,-0.46,4.634
4038,0,304,0.1974,89.95,2.03,1,342.315407,6425,1.168,-0.08,4.373
4039,0,1458,0.206,86.2,1068.22,1,1.089077224,5118,0.883,0.26,4.547
4040,0,1310,1.378,35.12,692,1,1.288066288,5233,0.627,-0.96,4.625
4041,0,788,0.751,87.12,91.32,1,24.6683831,6059,1.249,0.16,4.151
4042,0,1375,0.72,73.2,844.12,1,2.31894284,5780,1,0,4.438
4043,0,1059,0.451,88.54,297.15,2,6.98472143,5839,1.044,0.12,4.279
4044,0,253,0.2791,89.95,0.97,1,349.41047,5878,1.058,0.07,4.512
4045,0,2626,0.36,82.1,11201.45,1,0.562563871,6577,1.154,-0.26,4.381
4046,0,1573,0.574,68.36,1446.48,1,0.93373458,5335,0.891,0.02,4.577
4047,0,1751,0.402,81.19,2218.21,1,1.33251948,5926,0.982,-0.1,4.381
4048,0,329,0.1251,89.95,2.78,1,168.84663,5897,1.106,0.21,4.489
4049,0,912,0.857,85.99,163.33,1,14.8162925,6356,1.191,0,4.27
4050,0,270,0.903,89.62,1.26,1,160.4122022,5269,0.812,-0.28,4.62
4051,0,1356,0.2076,88.81,798.79,2,3.98167088,6484,1.195,-0.08,4.377
4052,0,1236,0.118,89.47,552.7,2,4.34195312,6164,1.032,-0.12,4.378
4053,0,407,0.255,89.83,6.46,1,122.358116,5998,0.998,-0.12,4.324
4054,0,786,0.411,88.63,90.04,3,7.298142,5119,0.818,0.1,4.508
4055,0,555,0.719,88.72,22.4,1,18.5010898,5242,0.815,-0.24,4.613
4056,0,1138,0.89,82.64,396.43,1,7.016016,6642,1.157,-0.3,4.39
4057,0,2743,0.343,83.25,13463.04,1,0.569961046,5814,1.019,-0.06,4.066
4058,0,541,0.022,89.98,20.28,3,42.068554,6122,1.041,-0.18,4.487
4059,0,1225,0.409,86.59,529.9,1,1.121634781,4518,0.735,0.22,4.589
4060,0,1692,0.207,86.2,1943.76,2,1.33256979,6089,1.031,-0.18,4.495
4061,0,2163,1.175,10.48,5179.76,1,0.536650896,5819,0.884,-0.32,4.494
4062,0,211,0.883,89.64,0.47,1,397.73699,5313,0.714,-0.44,4.521
4063,0,1347,0.553,84,776.45,1,2.17818699,5584,0.849,-0.16,4.428
4064,0,1060,0.679,89.27,299.03,1,6.23968392,5751,0.956,0,4.303
4065,0,927,0.395,88.3,174.45,3,3.60082855,4838,0.771,0.18,4.524
4066,0,399,0.312,89.64,5.98,1,15.5714121,3872,0.585,0.12,4.714
4067,0,1327,0.781,83.31,732.82,3,3.59645081,5887,1.09,0.16,4.292
4068,0,728,0.188,89.39,66.27,1,20.6579443,5468,0.923,0.14,4.171
4069,0,1817,0.26,85.44,2591.44,1,0.760941405,5629,0.987,0.07,4.553
4070,0,720,0.041,89.99,63.38,1,137.665706,4832,1.553,0.04,2.953
4071,0,238,0.0566,89.95,0.76,2,370.90237,5835,0.935,-0.24,4.554
4072,0,250,0.1608,89.95,0.92,2,321.55087,5835,0.935,-0.24,4.554
4073,0,1638,0.043,89.65,1701.3,1,1.54038914,5974,0.944,-0.26,4.422
4074,0,665,0.052,89.85,46.35,2,71.76236302,5529,1.402,-0.04,3.685
4075,0,642,0.066,89.89,40.22,1,16.3368863,5410,0.834,-0.1,4.49
4076,0,2562,1.22,57.74,10160.3,1,1.63668262,5234,1.39,-0.36,3.436
4077,0,905,0.977,85.11,158.69,2,11.615625,5332,0.932,0.18,4.083
4078,0,463,0.074,89.94,10.84,2,110.978266,5883,1.205,0.2,4.149
4079,0,2528,0.996,18.39,9651.76,1,0.952378454,6963,1.233,-0.4,4.25
4080,0,808,0.254,89.58,100.72,1,6.08003714,4991,0.767,0.04,4.513
4081,0,1143,0.965,86.14,403.53,1,3.035206175,5505,0.887,-0.04,4.503
4082,0,263,0.151,89.93,1.13,1,358.96844,6117,1.025,-0.22,4.496
4083,0,1374,0.672,78.56,841.98,1,2.21316437,5921,0.733,-0.96,4.465
4084,0,376,1.9038,89.38,4.73,1,173.2578372,6392,1.232,0.07,4.399
4085,0,4196,0.093,87.7,73103.16,1,0.530967987,8473,2.036,0.21,4.123
4086,0,1125,0.601,87.71,378.9,1,6.30558387,4934,0.952,0.28,3.927
4087,0,1012,0.438,83.76,248.04,1,4.2058608,5590,0.934,-0.06,4.56
4088,0,690,0.256,89.49,53.72,1,41.6757509,5745,1.027,-0.16,3.957
4089,0,1057,0.295,89.55,295.46,2,11.49589567,6290,1.123,-0.14,4.133
4090,0,1390,0.556,86.53,882.07,1,8.4803326,6245,1.16,-0.44,3.826
4091,0,2141,0.24,86.28,4990.14,1,0.609926502,5936,1.075,0.07,4.501
4092,0,2074,1.154,25.83,4387.1,1,0.750744255,6187,1.011,-0.32,4.499
4093,0,2102,0.765,71.48,4614.18,1,0.991659646,6117,1.17,0.14,4.315
4094,0,865,0.136,89.27,132.02,1,8.4795266,5841,1.047,0.07,4.52
4095,0,498,0.491,89.12,14.5,1,49.4746966,5952,0.94,-0.28,4.475
4096,0,299,0.993,85.04,1.88,1,118.609553,5017,0.776,0.02,4.531
4097,0,1327,0.147,88.84,733.67,1,1.62888267,5398,0.896,-0.02,4.571
4098,0,3552,0.226,87.73,37463.63,1,0.616386349,5665,1.478,-0.2,3.58
4099,0,1189,0.387,87.69,471.84,1,1.920062587,5266,0.83,-0.22,4.611
4100,0,1580.163265,0.69544898,72.65908163,31090.7949,4,88.91323139,5632.693878,1.011989796,-0.153367347,4.29494898
4101,0,1162,0.331,89.05,431.05,1,7.07162308,6313,1.005,-0.38,4.24
4102,0,1298,0.09,89.69,669.78,1,6.96352699,6040,0.984,-0.44,3.978
4103,0,554,0.908,87.44,22.31,1,64.2729088,6341,1.165,-0.04,4.278
4104,0,1134,0.703,81.58,390.57,1,3.4327371,5757,0.974,-0.06,4.536
4105,0,1276,0.566,89.06,626.93,1,13.8452726,6845,1.529,-0.2,3.89
4106,0,4748,0.085,88.69,120304.4,1,0.687506554,4643,0.898,-0.18,2.595
4107,0,3018,0.565,68.05,19598.53,1,0.566801617,6287,1.211,0,4.064
4108,0,1818,0.098,88.86,2566.87,1,0.909127736,5486,0.885,0.06,4.389
4109,0,316,0.8185,89.38,2.36,4,371.63327,5802,1.08,-0.2,4.073
4110,0,1700,0.333,86.85,1970.75,1,1.450889836,6046,1.011,-0.14,4.423
4111,0,794,0.447,88.57,93.96,3,5.72716067,4838,0.771,0.18,4.524
4112,0,266,0.0274,89.95,1.18,1,407.59415,6198,0.872,-0.68,4.402
4113,0,934,0.445,88.61,180.14,3,10.30148508,5887,1.09,0.16,4.292
4114,0,816,0.928,83.51,105.04,1,17.8007815,6240,1.214,0.14,4.326
4115,0,242,0.5804,89.95,0.81,1,358.101884,5786,0.898,-0.28,4.526
4116,0,2212,0.35,88.53,5645.85,1,1.717859841,6694,1.333,-0.22,4.084
4117,0,1580.163265,0.69544898,72.65908163,31090.7949,4,46.0771501,5632.693878,1.011989796,-0.153367347,4.29494898
4118,0,1580.163265,0.69544898,72.65908163,31090.7949,4,42.62423329,5632.693878,1.011989796,-0.153367347,4.29494898
4119,0,2263,0.427,83.47,6221.08,1,0.447861451,5901,0.938,-0.3,4.553
4120,0,837,0.253,89.47,115.93,1,7.3422467,5573,0.939,-0.04,4.562
4121,0,1127,0.454,87.69,381.27,2,8.1134681,6011,0.963,-0.3,4.123
4122,0,520,0.111,89.75,17.31,3,3.036208739,3464,0.328,-0.14,4.923
4123,0,635,0.175,89.67,38.57,2,18.0541469,5505,0.955,0.16,4.501
4124,0,1078,0.27,88.75,319.36,2,5.4675514,5557,0.936,0.14,4.288
4125,0,2324,1.245,30.61,6918.45,1,1.01530474,6428,1.273,0.08,4.226
4126,0,478,0.955,88.63,12.34,1,94.180473,6997,1.155,-0.5,4.475
4127,0,1234,0.7,82.28,547.92,1,1.538185321,5107,0.794,-0.2,4.615
4128,0,1482,0.642,71.31,1143.87,1,1.332567643,5687,0.882,-0.34,4.582
4129,0,2016,0.597,78.76,3923.24,1,1.089076495,6444,1.107,-0.26,4.416
4130,0,2307,0.577,84.29,6700.6,1,1.662710314,6028,1.276,-0.06,3.842
4131,0,268,0.388,89.96,1.22,1,472.071079,6186,1.305,0.56,4.358
4132,0,1665,0.452,83.67,1825.96,1,0.888478095,5553,0.903,-0.16,4.577
4133,0,1283,0.721,76,638.12,1,2.18242002,5808,0.871,-0.46,4.583
4134,0,1605,0.962,72.01,1566.41,1,0.503999678,4898,0.57,-1.16,4.686
4135,0,1041,0.276,86.06,278.03,1,2.66588544,4965,0.744,-0.06,4.536
4136,0,287,0.2875,89.95,1.61,1,309.25581,6060,1.067,0,4.419
4137,0,1029,0.303,88.15,264.82,1,2.44232399,4849,0.723,-0.08,4.561
