row_id,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
0,1,0,0,0,9.48803557,170.53875,2455003.539,0,0.146,2.9575,616,0.022344,3.20796,2.26,0.0853,89.66,793,93.59,24.81,0.2291,0.4603,5.135849,28.47082,35.8,2,142,1,1.11E+31,0.6864,5455,4.467,0.14,0.927,0.919,291.93423,48.141651,15.347,15.89,15.27,15.114,15.006,14.082,13.751,13.648,0.002,19.462294,48.14191,0.43,0.94,-0.0002,-0.00055,-0.01,0.2,0.2,0.08,0.31,0.32
1,0.969,0,0,0,54.4183827,162.51384,2454995.514,0,0.586,4.507,875,0.027954,3.02368,2.83,0.2734,89.57,443,9.11,77.9,0.2291,0.4603,7.027669,20.109507,25.8,2,25,2,1.11E+31,0.0023,5455,4.467,0.14,0.927,0.919,291.93423,48.141651,15.347,15.89,15.27,15.114,15.006,14.082,13.751,13.648,0.003,19.462265,48.14199,-0.63,1.23,0.00066,-0.00105,0.39,0,0.39,0.49,0.12,0.5
2,0,0,0,0,19.89913995,175.850252,2455008.85,0,0.969,1.7822,10800,0.154046,7.29555,14.6,0.1419,88.96,638,39.3,53.5,0.2711,0.3858,37.159767,187.4491,76.3,1,56,1,1.11E+31,0.6624,5853,4.544,-0.18,0.868,0.961,297.00482,48.134129,15.436,15.943,15.39,15.22,15.166,14.254,13.9,13.826,0.278,19.8003207,48.13412,-0.021,-0.038,0.0007,0.0006,-0.025,-0.034,0.042,0.002,-0.027,0.027
3,0,0,1,0,1.736952453,170.307565,2455003.308,0,1.276,2.40641,8080,0.387394,0.2208,33.46,0.0267,67.09,1395,891.96,3.278,0.2865,0.3556,39.06655,541.8951,505.6,1,621,1,1.11E+31,0,5805,4.564,-0.52,0.791,0.836,285.53461,48.28521,15.597,16.1,15.554,15.382,15.266,14.326,13.911,13.809,0,19.03563762,48.2852105,-0.111,0.002,0.00302,-0.00142,-0.249,0.147,0.289,-0.257,0.099,0.276
4,1,0,0,0,2.525591777,171.59555,2455004.596,0,0.701,1.6545,603,0.024064,1.98635,2.75,0.0374,85.41,1406,926.16,8.75,0.2844,0.3661,4.749945,33.1919,40.9,1,515,1,1.11E+30,0.309,6031,4.438,0.07,1.046,1.095,288.75488,48.2262,15.509,16.015,15.468,15.292,15.241,14.366,14.064,13.952,0.733,19.2503258,48.22626,-0.01,0.23,8.00E-05,-7.00E-05,0.03,-0.09,0.1,0.07,0.02,0.07
5,1,0,0,0,11.09432054,171.20116,2455004.201,0,0.538,4.5945,1520,0.036779,0.67324,3.9,0.0992,88.11,835,114.81,16.36,0.2889,0.3511,9.046456,55.204865,66.5,3,95,1,1.11E+30,0.0975,6046,4.486,-0.08,0.972,1.053,296.28613,48.22467,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,0.237744898,19.7524061,48.22471,-0.12,0.14,4.00E-05,-0.000996173,0.04,-0.07,0.08,-0.02,-0.08,0.08
6,1,0,0,0,4.13443512,172.97937,2455005.979,0,0.762,3.1402,686,0.026133,0.37377,2.77,0.0514,83.72,1160,427.65,6.96,0.2889,0.3511,5.500643,33.546658,40.2,3,240,2,1.11E+30,0.546,6046,4.486,-0.08,0.972,1.053,296.28613,48.22467,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,0.237744898,19.752413,48.22458,0.14,-0.32,-0.00016,-0.000996173,0.25,0.09,0.26,0.18,0.06,0.19
7,0.992,0,0,0,2.56658897,179.55437,2455012.554,0,0.755,2.429,227,0.014983,0.48909,1.59,0.0374,82.17,1360,807.74,5.54,0.2889,0.3511,4.3886313,12.325094,15,3,355,3,1.11E+30,0.4352,6046,4.486,-0.08,0.972,1.053,296.28613,48.22467,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,0.237744898,19.752412,48.22476,0.1,0.3,-4.00E-05,-0.000996173,-0.33,-0.3,0.45,-0.41,-0.29,0.5
8,0,0,1,1,7.36178958,132.25053,2454965.251,0,1.169,5.022,234,0.183387,0.00485,39.21,0.082,60.92,1342,767.22,2.4,0.305,0.3201,10.964684,46.15308,47.7,1,185,1,1.11E+31,0.7213,6227,3.986,0,1.958,1.358,298.86435,42.151569,12.66,12.999,12.609,12.515,12.48,11.659,11.415,11.396,0,19.9239534,42.158262,-13.45,24.09,0.00303,-0.00555,-4.506,7.71,8.93,-4.537,7.713,8.948
9,1,0,0,0,16.06864674,173.621937,2455006.622,0,0.052,3.5347,4910,0.062161,3.6659,5.76,0.1158,89.92,600,30.75,36.85,0.1451,0.582,20.457163,137.44981,161.9,3,69,1,1.11E+31,0.1819,5031,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.063,19.1332989,48.375778,0.033,-0.044,0.00026,0.00049,0.041,-0.015,0.044,0.005,0.03,0.031
10,0.811,0,0,0,2.470613377,122.763305,2454955.763,0,0.818,1.74319,14200,0.123871,1.83538,13.04,0.0354,84.41,1339,761.46,8.3977,0.2676,0.3928,544.1701,6468.04,4304.3,1,432,1,1.11E+31,0.1522,5820,4.457,-0.06,0.964,0.971,286.80847,49.316399,11.338,11.736,11.275,11.168,11.126,10.232,9.92,9.846,0,19.12056404,49.31642961,-0.0232,0.1066,-0.00012,0.00078,-0.009,-0.3,0.3,0.015,-0.27,0.27
11,1,0,1,0,2.204735417,121.3585417,2454954.359,0,0.224,3.88864,6670,0.075522,0.37936,16.1,0.0376,87.21,2048,4148.92,4.602,0.3168,0.2958,232.27,3862.1846,5945.9,1,611,1,1.11E+31,0,6440,4.019,0.14,1.952,1.449,292.24728,47.969521,10.463,10.935,10.49,13.81412245,13.7967551,9.555,9.344,9.334,0.193214286,19.48316303,47.96930831,0.3986,-0.7585,-0.00175,-0.002181224,2.22,-3.29,3.97,2.02,-3.67,4.19
12,0.998,0,0,0,3.522498429,121.1194228,2454954.119,0,0.631,3.19843,9150,0.092086,0.65374,14.59,0.0473,85.2,1521,1264.67,7.541,0.305,0.3201,130.83832,1725.5824,1741.5,1,384,1,1.11E+31,0.6662,6225,4.169,-0.04,1.451,1.132,281.28812,42.45108,13.563,13.886,13.511,13.424,13.413,12.576,12.324,12.293,0,18.75252746,42.4510634,-0.5515,-0.0597,1.00E-05,0.00036,0.014,-0.013,0.02,-0.028,0.176,0.178
13,1,0,0,0,3.709214104,133.98318,2454966.983,0,0.051,2.6302,131,0.010424,1.77451,1.16,0.0465,89.73,1206,500.46,10.888,0.2622,0.4035,4.8657312,41.28873,50.6,2,352,2,1.11E+31,0.605,5833,4.407,-0.04,1.022,0.974,295.64871,48.49556,12.772,13.169,12.74,12.602,12.564,11.698,11.402,11.367,0.009,19.709924,48.495685,0.36,0.45,-4.60E-05,-5.00E-05,0.24,-0.15,0.29,0.16,-0.13,0.21
14,0,0,1,0,11.52144606,170.839688,2455003.84,0,2.483,3.6399,18000,1.625358,1.27376,150.51,0.0978,83.13,753,75.88,20.75,0.2711,0.3858,92.901566,628.3708,622.1,1,96,1,1.11E+31,0.154,5795,4.554,-0.2,0.848,0.938,297.07993,47.597401,15.472,15.994,15.419,15.249,15.153,14.248,13.831,13.827,0.895,19.80533055,47.5973894,0.068,-0.038,0,0.0001,0.009,-0.009,0.013,0.147,0.037,0.151
15,0,0,1,0,19.40393776,172.484253,2455005.484,0,0.804,12.2155,8920,0.096729,0.03785,7.18,0.123,84.93,523,17.69,9.099,0.1908,0.5172,49.468765,320.90817,214.7,1,71,1,1.11E+31,0.806,5043,4.591,-0.54,0.68,0.657,289.25821,47.635319,15.487,16.229,15.44,15.169,14.985,13.95,13.429,13.287,0.048,19.28388234,47.6353187,0.038,-0.005,-0.00038,-0.0002,-0.001,0.009,0.009,-0.147,-0.038,0.152
16,0,0,1,0,19.22138894,184.5521637,2455017.552,0,1.065,4.79843,74300,0.476633,1.57359,49.29,0.1417,88.05,698,55.97,31.323,0.2916,0.3447,387.658,2174.4263,2317,2,55,1,1.11E+31,0.0003,6117,4.496,-0.22,0.947,1.025,295.81454,47.69035,15.341,15.798,15.293,15.145,15.053,14.2,13.863,13.727,0,19.7209653,47.6902759,-0.1235,-0.2667,-0.0005,-0.002,0.003,0.005,0.006,-0.018,-0.203,0.203
17,0,0,1,0,16.46983774,180.881761,2455013.882,0,0.292,9.4378,10500,0.092509,0.19353,7.94,0.1147,88.81,595,29.61,14.05,0.2075,0.49,43.1625,258.8247,303.4,1,66,1,1.11E+30,0.0112,5152,4.517,-0.2,0.786,0.741,297.15442,47.668701,15.788,16.529,15.724,15.47,15.29,14.176,13.688,13.555,0,19.81029277,47.6686305,-0.092,-0.25,0.0007,0.0008,-0.04,-0.004,0.04,0.017,0.001,0.017
18,1,0,0,0,9.27358173,173.258155,2455006.258,0,0.387,3.2875,1290,0.032563,1.93557,2.47,0.0759,88.93,649,41.85,20.65,0.1263,0.6019,9.616924,71.48005,87.2,1,144,1,1.11E+31,0.0504,4856,4.583,-0.3,0.696,0.676,288.13824,47.724449,15.302,16.111,15.24,14.955,14.765,13.672,13.12,13.033,0.037,19.2092154,47.724506,-0.05,0.2,0.00034,0.00019,-0.059,-0.008,0.059,0.042,0.344,0.346
19,1,0,0,0,6.02930329,171.602959,2455004.603,0,0.258,1.5821,1910,0.038838,13.09803,2.85,0.0585,89.5,678,50.04,29.31,0.0628,0.6908,6.876831,52.36939,65.4,1,215,1,1.11E+31,1,4537,4.648,0.21,0.672,0.761,283.71088,47.86327,15.784,16.838,15.758,15.332,15.1,14.001,13.37,13.231,0.77,18.9140505,47.863205,-0.32,-0.24,-0.00017,-0.0001,0.11,0.01,0.11,-0.19,-0.24,0.3
20,0,0,1,1,2.696370652,170.73769,2455003.738,0,0.044,3.6129,398,0.017673,0.51471,1.58,0.0349,89.56,1066,305.34,5.827,0.1496,0.5746,5.508401,34.570904,48.2,1,501,1,1.11E+31,0.0505,4989,4.504,0.1,0.819,0.781,283.76547,47.804298,15.269,16.07,15.204,14.926,14.789,13.732,13.212,13.14,0,18.917658,47.80415,-1.47,-0.53,0.00047,0.00019,1.08,2.19,2.44,0.89,2.32,2.49
21,1,0,0,0,5.349553819,171.80694,2455004.807,0,0.092,3.0278,831,0.025706,1.73782,2.55,0.0563,89.62,919,168.99,13.8015,0.186,0.5256,6.0370364,48.504196,60.6,3,247,1,1.11E+31,0.7722,5185,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.002,19.4917224,47.880883,-0.71,-0.38,0.00055,0.0003,0.04,-0.02,0.04,-0.02,-0.03,0.04
22,0.98,0,0,0,3.94105221,136.08662,2454969.087,0,0.226,2.5984,363,0.017105,1.85636,1.7,0.046,88.88,1018,253.15,11.51,0.186,0.5256,4.5118856,22.749151,28.9,3,322,2,1.11E+31,0.923,5185,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.464,19.491748,47.8811,0.2,0.38,-8.00E-05,-0.00013,-0.23,0.35,0.42,-0.24,0.34,0.42
23,0.971,0,0,0,8.10904807,132.8031,2454965.803,0,0.025,3.596,217,0.013127,1.5302,1.3,0.0743,89.92,800,97.03,17.46,0.186,0.5256,4.434382,9.776852,14.1,3,141,3,1.11E+31,0.7742,5185,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.013,19.491847,47.88095,3.8,-0.1,-0.00072,2.00E-05,-0.11,-0.14,0.18,-0.15,-0.15,0.22
24,0.269306122,0,1,0,386.6030528,166.342079,2454999.342,0,0.9765,6.8057,24900,0.240528,4.63335,41.5,1.0719,89.95,297,1.84,332,0.2251,0.4707,73.13507722,290.5218273,994,1,513.6122449,1,8.91E+30,0.505287755,5543,4.081,0.44,1.58,1.103,292.27374,37.671558,12.394,12.933,12.322,12.163,12.094,11.151,10.808,10.72,0.002,19.48491512,37.6715786,-0.008,0.067,-0.0007,0.0006,0.001,0.037,0.037,0.001,0.163,0.163
25,1,0,0,0,21.67699193,171.53594,2455004.536,0,0.896,3.4555,857,0.032666,0.60007,2.95,0.1408,87.91,530,18.64,24.6,0.1451,0.582,5.911944,24.54073,34.3,4,62,1,1.11E+31,0.6183,4954,4.5,0.18,0.828,0.791,290.46512,47.92918,15.377,16.172,15.343,15.036,14.826,13.81,13.298,13.201,0.103,19.364357,47.92911,0.54,-0.26,-0.00064,0,-0.1,-0.04,0.11,-0.28,-0.23,0.36
26,1,0,0,0,4.99677968,171.74208,2455004.742,0,0.71,2.1717,935,0.030014,1.71827,2.78,0.0559,86.9,917,166.95,13.14,0.186,0.5256,4.132564,24.283327,28.2,1,208,1,1.11E+30,0.036,5339,4.552,0.18,0.847,0.931,297.80826,47.946671,15.861,16.577,15.805,15.554,15.445,14.448,14.018,13.903,0.998,19.853891,47.94662,0.26,-0.17,2.00E-05,1.00E-05,-0.14,0.17,0.22,-0.06,0.1,0.11
27,1,0,0,0,4.280963604,171.89659,2455004.897,0,0.424,2.875,751,0.025377,1.24482,2.3,0.0503,87.72,1012,247.87,10.64,0.2676,0.3928,6.7006826,52.913242,61.8,1,311,1,1.11E+31,0.4302,5644,4.564,-0.14,0.831,0.928,294.26581,49.314091,15.356,15.926,15.314,15.112,15.033,14.121,13.756,13.769,0,19.6177106,49.314102,-0.33,0.04,0.00073,6.00E-05,0.003,-0.065,0.066,-0.015,0.158,0.158
28,0,0,0,1,1.50635409,170.998064,2455003.998,0,0.86,1.5155,2210,0.049899,0.84722,4.53,0.025,79.38,1452,1054.12,4.67,0.2711,0.3858,9.787732,130.6654,181.1,1,882,1,1.11E+31,1,5714,4.563,-0.2,0.831,0.926,295.66522,49.351009,15.525,16.051,15.474,15.299,15.23,14.266,13.905,13.821,0,19.7110359,49.351189,0.769,0.643,-0.00174,-0.0015,0.998,0.821,1.292,0.877,0.734,1.144
29,0,0,1,1,670.645531,209.04355,2455042.044,0,0.701,53.412,18100,0.131705,0.02605,14.14,1.5155,89.53,196,0.35,85.24,0.2111,0.4955,70.64302,96.96236,642.7,1,3,1,1.11E+31,0.0001,5520,4.466,0.48,0.983,1.03,296.69861,49.316479,15.207,15.533,14.917,15.068,14.96,13.678,13.317,13.254,0,19.7798916,49.316601,-0.551,0.435,0.0175,-0.0049,-1.286,0.227,1.306,-1.047,0.31,1.092
30,0,0,1,0,61.2563628,173.83826,2455006.838,0,1.248,7.633,5120,0.334628,0.12411,39.87,0.3137,87.54,505,15.43,29.1,0.3029,0.3239,31.079844,73.10389,85.3,1,13,1,1.11E+31,0.8513,6144,4.402,0,1.091,1.093,283.72592,49.479519,15.25,15.689,15.199,15.062,15.033,14.203,13.851,13.848,0.156,18.915049,49.479597,-0.43,0.28,0.001,-0.0009,0.063,-0.055,0.083,-0.069,-0.028,0.074
31,1,0,0,0,38.3775486,172.82048,2455005.82,0,0.468,5.588,724,0.024901,1.40588,2.82,0.2163,89.44,529,18.53,47.8,0.224,0.4695,10.352898,31.946487,34.7,1,37,1,1.11E+31,0.3889,5481,4.369,0.16,1.036,0.915,291.72202,49.480869,15.172,15.654,15.089,14.965,14.874,13.962,13.639,13.497,0,19.4481442,49.480618,0.36,-0.91,0.00067,-0.00104,-0.85,1.54,1.76,-0.01,0.04,0.04
32,0.992,0,0,0,41.19725502,165.00404,2454998.004,0,0.045,4.6297,2210,0.041693,3.9471,3.86,0.217,89.96,439,8.76,70.75,0.1451,0.582,11.918161,37.877567,51.2,3,26,2,1.11E+31,0.1551,5031,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.123,19.1332861,48.37579,-0.43,0,0.00111,0.00012,0.12,0,0.12,0.07,0.03,0.08
33,1,0,0,0,6.252962249,171.30126,2455004.301,0,0.105,2.5819,1040,0.028604,3.28707,2.65,0.0617,89.68,823,108.3,18.94,0.1451,0.582,5.834264,35.96252,47.1,3,167,3,1.11E+31,0.7587,5031,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.236,19.1332878,48.375832,-0.36,0.15,0.00042,-9.00E-05,0.03,0.05,0.06,-0.02,0.05,0.05
34,1,0,0,0,16.01308419,176.3608,2455009.361,0,0.799,3.2554,1120,0.034369,1.10942,3.1,0.1148,88.14,593,29.31,24.7,0.1496,0.5746,8.468995,31.066507,33.2,1,65,1,1.11E+31,0.8555,5015,4.499,0.1,0.826,0.785,297.02563,48.478588,15.39,16.223,15.342,15.033,14.903,13.855,13.323,13.214,0.167,19.801708,48.47849,-0.03,-0.36,-2.00E-05,0.00054,-0.06,-0.21,0.22,-0.18,-0.08,0.19
35,1,0,0,0,32.62876672,194.1019,2455027.102,0,0.021,4.7971,1800,0.03852,2.79093,3.36,0.1889,89.98,506,15.55,53.95,0.2521,0.421,14.0889,61.372303,80,2,34,1,1.11E+31,0.6386,5586,4.56,-0.3,0.798,0.844,285.71854,48.505859,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,0.047,19.0478951,48.505812,-0.25,-0.17,0.00079,-0.00016,0.037,0.07,0.08,0.121,-0.09,0.15
36,0.978,0,0,0,91.7732862,193.8378,2455026.838,0,0.606,6.473,652,0.02432,1.60558,2.12,0.3764,89.61,359,3.92,89.4,0.2521,0.421,6.9461374,14.678595,19.1,2,11,2,1.11E+31,0.7668,5586,4.56,-0.3,0.798,0.844,285.71854,48.505859,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,0.599,19.047889,48.50571,-0.5,-0.52,0.00041,0.00016,-0.36,-0.41,0.55,-0.35,-0.55,0.65
37,1,0,0,0,4.959319244,172.2585292,2455005.259,0,0.831,2.22739,9800,0.103379,1.46169,12.21,0.0565,86.15,1103,349.4,12.386,0.2602,0.4096,58.764744,670.4895,696.5,1,269,1,1.11E+31,0.0517,5712,4.359,0.1,1.082,0.976,292.16705,48.727589,15.263,15.715,15.209,15.069,15.041,14.123,13.815,13.805,0.705,19.47780401,48.7275662,0,-0.086,0.00011,-7.00E-05,-0.018,0.012,0.022,-0.021,-0.077,0.08
38,0,0,1,1,2.701287801,170.69579,2455003.696,0,1.016,3.3827,860,0.06584,0.02818,6.54,0.0365,62.69,1222,527.81,2.22,0.2327,0.4526,5.044661,39.745068,48.3,1,387,1,1.11E+30,0.3375,5550,4.468,-0.04,0.91,0.889,297.92365,48.777321,15.54,16.164,15.463,15.272,15.182,14.09,13.724,13.742,0,19.8617971,48.78151,7.84,15.08,-0.00608,-0.0125,3.39,5.48,6.45,3.46,5.52,6.51
39,1,0,0,0,4.49876511,171.34905,2455004.349,0,0.312,3.7362,460,0.019817,0.67106,2.1,0.0542,88,1133,389.62,8.95,0.2889,0.3511,4.435833,26.501581,29.5,1,238,1,1.11E+31,0.1694,6075,4.486,-0.12,0.969,1.048,298.45685,48.791592,15.395,15.874,15.335,15.19,15.084,14.199,13.853,13.807,0.281,19.897146,48.79174,0.83,0.54,-0.00024,-0.0001,0.09,-0.12,0.15,0.18,0.04,0.19
40,0,0,1,0,19.65120951,179.401981,2455012.402,0,0.723,5.2514,11800,0.106953,0.67559,12.42,0.1433,88.27,730,67.03,23.98,0.2889,0.3511,85.46643,509.4985,513.4,1,59,1,1.10E+30,0.5224,6074,4.391,-0.12,1.063,1.014,291.0939,48.933842,15.536,16.02,15.488,15.329,15.243,14.322,14.024,13.921,0.518,19.40625763,48.9338338,-0.059,-0.022,0.00021,-0.0002,0.006,0,0.006,-0.028,0.033,0.043
41,1,0,0,0,5.412203927,133.143089,2454966.143,0,0.787,2.9472,602,0.024775,0.51087,2.94,0.0591,85.12,1093,337.68,9.25,0.2676,0.3928,46.475086,163.47614,166.7,3,244,1,1.11E+31,0.2265,5779,4.339,-0.06,1.087,0.941,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0,19.1924882,46.276192,0.007,-0.175,-5.20E-05,-0.000137,-0.03,0.08,0.08,-0.16,-0.18,0.24
42,0.998,0,0,0,41.43958662,208.93203,2455041.932,0,0.355,10.5989,2790,0.048175,0.28189,5.5,0.2288,89.31,516,16.72,29.47,0.224,0.4695,27.788597,124.52492,141.1,1,33,1,1.11E+31,0.4776,5468,4.367,0.22,1.046,0.93,295.55505,49.017342,15.4,16.068,15.32,15.114,14.996,13.948,13.596,13.519,0.043,19.7036699,49.017297,0,-0.15,-0.00022,-0.0004,-0.029,-0.072,0.078,-0.049,-0.069,0.085
43,1,0,0,0,8.35389523,171.63257,2455004.633,0,0.023,2.2514,1040,0.029305,6.73215,2.52,0.0768,89.95,790,91.9,29.18,0.2521,0.421,5.6967807,36.34974,43.4,1,127,1,1.11E+31,0.5047,5592,4.582,-0.28,0.787,0.862,285.49924,49.277351,15.317,15.862,15.267,15.083,14.985,13.996,13.582,13.533,0.645,19.033292,49.277375,0.32,0.09,-0.00025,-9.00E-05,0,0.09,0.09,0.04,-0.17,0.17
44,1,0,0,0,4.125543472,169.752585,2455002.753,0,0.597,3.1744,1490,0.036796,0.67162,4.43,0.0529,85.95,1243,565.35,8.45,0.3024,0.3288,9.387555,94.70979,128.6,1,323,1,1.11E+30,0.6043,6174,4.417,0.1,1.103,1.162,291.93616,49.253979,15.506,15.977,15.453,15.305,15.253,14.38,14.083,14.198,0.431,19.4624133,49.254001,0.07,0.07,-0.00012,-9.00E-05,-0.034,0.009,0.035,-0.066,0.036,0.075
45,1,0,0,0,2.816504904,170.9676846,2455003.968,0,0.105,2.50587,16800,0.117059,2.09079,12.21,0.0383,89.37,1219,521.13,9.571,0.2291,0.4603,104.64681,1328.3038,1406.8,1,474,1,1.11E+31,0.7998,5532,4.452,0.14,0.955,0.941,297.01547,49.225288,15.052,15.636,14.988,14.802,14.685,13.732,13.393,13.315,0,19.8010403,49.2253781,0.3386,0.317,-0.00034,0.00069,-0.024,-0.007,0.025,0.032,0.159,0.162
46,0,0,1,1,33.93373447,186.67608,2455019.676,0,0.812,14.561,8500,0.095386,0.0371,7.34,0.1881,86.45,430,8.11,13.12,0.1646,0.5508,52.86124,193.4089,236.1,1,31,1,1.11E+31,0.0299,5040,4.628,-0.24,0.705,0.782,284.17233,49.360722,15.716,16.453,15.673,15.4,15.253,14.249,13.732,13.748,0,18.9449095,49.360813,3.101,0.336,-0.0247,-0.0016,3.254,0.163,3.258,3.353,0.066,3.353
47,1,0,0,0,3.689920099,170.36571,2455003.366,0,0.151,2.6557,427,0.018878,1.70798,1.89,0.0469,89.19,1147,408.99,10.71,0.2889,0.3511,4.8750124,31.786789,35.6,1,360,1,1.11E+31,0.4053,5880,4.518,-0.06,0.917,1.01,291.62241,50.61824,15.242,15.735,15.177,15.031,14.969,14.012,13.72,13.764,0.255,19.441486,50.61826,-0.27,0.07,0.00017,0.00012,-0.27,0.05,0.27,-0.3,-0.02,0.3
48,1,0,0,0,4.431238488,171.015,2455004.015,0,0.405,3.15,1010,0.02933,1.01996,3.25,0.0529,87.72,1104,351.23,10.19,0.2555,0.4191,6.815371,58.259056,71.1,3,302,1,1.11E+31,0.52,5714,4.428,0.16,1.015,1.007,295.81616,51.121738,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765,0.016,19.7210781,51.121966,0.03,0.82,0.0005,-0.0001,-0.097,0.03,0.1,-0.045,0.06,0.07
49,1,0,0,0,11.37936986,133.84992,2454966.85,0,0.911,2.6255,1020,0.035628,0.63438,3.95,0.0993,86.8,806,99.68,16.31,0.2555,0.4191,5.2506146,29.930164,37.9,3,109,2,1.11E+31,0.2364,5714,4.428,0.16,1.015,1.007,295.81616,51.121738,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765,0.372,19.721105,51.12198,0.93,0.88,-0.00041,-0.00017,0.09,-0.06,0.11,0.14,-0.05,0.15
50,1,0,0,0,26.39432897,176.05459,2455009.055,0,0.602,3.573,1510,0.03681,2.93923,3.07,0.1635,89.28,489,13.49,47.7,0.1959,0.5086,8.917681,41.269753,48.2,1,51,1,1.11E+31,0.2735,5129,4.595,0.02,0.763,0.846,289.39972,51.25032,15.234,15.956,15.16,14.924,14.816,13.757,13.272,13.172,0.592,19.2933174,51.250533,0.09,0.77,0.00037,3.00E-05,-0.18,0.2,0.27,-0.18,0.05,0.18
51,1,0,0,0,13.57078281,136.279194,2454969.279,0,0.866,3.3539,512,0.023908,0.49865,2.64,0.1096,87.07,785,89.61,16.93,0.2676,0.3928,18.771214,76.76887,88.4,4,101,1,1.11E+31,0.6645,5854,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431,0.044,20.0576138,44.337549,0.61,0,-4.40E-05,0.000108,0.26,0.02,0.26,0.37,0.19,0.41
52,1,0,0,0,7.12594387,139.00492,2454972.005,0,0.898,3.0014,192,0.01512,0.23879,1.79,0.0711,84.02,997,233.31,8.62,0.2676,0.3928,6.1814723,39.793564,47.1,3,181,2,1.11E+31,0.7788,5779,4.339,-0.06,1.087,0.941,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.009,19.1924958,46.276037,0.29,-0.73,-6.90E-05,6.10E-05,0.03,0.04,0.06,-0.09,-0.21,0.23
53,0.014,0,1,0,7.442652004,169.9717797,2455002.972,0,0.137,2.3078,24400,0.143936,7.48712,15.03,0.0742,89.72,967,206.78,27.99,0.2965,0.3342,115.64278,1044.7283,835.6,1,180,1,1.11E+31,0.0786,6108,4.469,-0.3,0.956,0.981,288.98682,49.733742,15.27,15.712,15.224,15.08,14.994,14.143,13.789,13.699,0,19.26578646,49.7336841,-0.054,-0.201,0.0128,0.0041,-0.068,-0.035,0.076,-0.105,-0.061,0.122
54,1,0,0,0,16.38489988,172.72782,2455005.728,0,0.001,3.0249,1130,0.029758,5.4538,2,0.1084,90,433,8.35,42.62,0.0718,0.6834,6.419572,28.122635,28.9,3,65,2,1.11E+31,0.7202,4126,4.661,0.04,0.615,0.633,286.73804,49.97575,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36,0.204,19.11585,49.97583,-0.67,0.28,0.0006,-3.00E-05,0.02,-0.02,0.03,-0.07,0.15,0.17
55,1,0,0,0,7.8774163,176.3759,2455009.376,0,0.041,2.0805,1310,0.03209,8.09685,2.16,0.0665,89.92,553,22.18,29.84,0.0718,0.6834,10.036489,41.450657,38.7,3,135,1,1.11E+31,0.5008,4126,4.661,0.04,0.615,0.633,286.73804,49.97575,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36,0.588,19.1158594,49.975824,-0.34,0.27,0.00032,-2.00E-05,0.06,-0.03,0.07,-0.02,0.16,0.16
