row_id,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
1458,0.987,0,0,0,25.0985083,145.56829,2454978.568,0,0.814,2.7727,168,0.013257,2.1809,1.59,0.1654,88.88,656,43.84,41.7,0.2622,0.4035,5.5788984,19.200647,21.3,3,50,3,1.11E+31,0.4436,5782,4.34,-0.02,1.095,0.957,287.14066,47.115189,12.776,13.157,12.713,12.612,12.582,11.71,11.448,11.409,0.402,19.142723,47.11516,0.46,-0.11,-7.60E-05,-2.10E-05,-0.23,-0.56,0.6,-0.22,-0.81,0.84
1459,0.995,0,0,0,34.2685741,147.05143,2454980.051,0,0.677,4.8251,699,0.02559,1.17744,2.44,0.193,89.07,477,12.2,41.8,0.1451,0.582,7.297534,27.756182,38.2,2,37,1,1.11E+31,0.6111,5083,4.468,0.18,0.872,0.815,289.19263,44.149319,14.685,15.326,14.614,14.411,14.266,13.293,12.878,12.771,0.247,19.2795083,44.14944,-0.02,0.43,1.00E-05,-0.00023,-0.09,0.29,0.3,-0.14,0.39,0.42
1460,1,0,0,0,5.75321539,136.75617,2454969.756,0,0.921,1.7948,734,0.03095,0.84337,3.14,0.0633,85.36,920,169.44,11.38,0.2111,0.4955,5.088588,30.750694,31.8,1,186,1,1.11E+31,0.2449,5445,4.51,0.48,0.929,1.017,297.40155,46.824001,15.196,15.872,15.117,14.906,14.813,13.832,13.432,13.361,0.006,19.826786,46.82414,0.59,0.52,-0.00057,-0.00032,0.03,0.04,0.05,0.02,0.13,0.14
1461,1,0,0,0,5.50860699,132.2983,2454965.298,0,0.879,3.0788,204,0.015422,0.21388,1.49,0.0585,82.78,934,179.62,7,0.2327,0.4526,5.672402,35.991123,38.2,1,241,1,1.11E+31,0.7832,5448,4.489,0,0.883,0.877,289.29626,46.457951,13.317,13.863,13.238,13.083,13.032,12.064,11.755,11.664,0.085,19.2864202,46.458067,0.08,0.42,-1.60E-05,-5.90E-05,0.14,0.17,0.22,0.07,0.33,0.34
1462,1,0,0,0,18.93055119,143.25058,2454976.251,0,0.583,3.372,684,0.024576,2.48982,4.41,0.137,89.07,766,81.42,36.1,0.1466,0.5849,7.3504725,29.305529,26.2,1,69,1,1.11E+31,0.8511,5015,3.987,0.36,1.643,0.955,290.24805,44.435242,14.417,15.247,14.345,14.061,13.924,12.881,12.37,12.289,0.031,19.3498572,44.435243,-0.52,0.01,0.00042,5.00E-05,0.01,0.03,0.03,0.06,0.16,0.18
1463,0,0,1,0,42.94386258,155.206515,2454988.207,0,1.285,3.7591,9210,0.405464,1.25537,41.62,0.2238,88.52,520,17.26,49.6,0.2865,0.3556,64.62452,278.8515,273,1,33,1,1.11E+31,0.9685,5750,4.4,-0.42,0.94,0.808,290.16513,51.467258,14.708,15.217,14.665,14.49,14.324,13.426,13.061,13.041,0,19.344338,51.467487,-0.136,0.818,0.00097,0.0022,-0.051,-0.19,0.197,-0.048,-0.007,0.048
1464,0.991,0,0,0,22.06402,148.9199,2454981.92,0,0.941,4.1,389,0.022444,0.17456,2.67,0.1624,86.73,712,60.81,16.5,0.3024,0.3288,6.3318763,27.015203,31.5,1,47,1,1.11E+31,0.245,6232,4.432,0.07,1.09,1.174,298.49329,47.013039,13.698,14.095,13.633,13.528,13.498,12.605,12.373,12.288,0.913,19.899549,47.01306,-0.12,0.09,6.00E-05,0,0.02,-0.42,0.42,0,-0.3,0.3
1465,1,0,0,0,5.756245244,133.903421,2454966.903,0,0.888,1.071,624,0.027905,5.4985,2.24,0.0582,87.61,773,84.16,21.3,0.153,0.5684,6.6662774,41.952225,45.5,1,235,1,1.11E+31,0.5736,4931,4.605,0,0.734,0.794,280.92612,44.087929,13.708,14.478,13.642,13.378,13.243,12.184,11.723,11.576,0.079,18.7284012,44.087895,-0.29,-0.13,-6.00E-05,-0.00016,-0.06,-0.19,0.2,0.02,-0.45,0.45
1466,0.993,0,0,0,148.4601819,151.38686,2454984.387,0,0.808,5.499,1530,0.040286,2.11411,3.61,0.5238,89.66,285,1.56,135.1,0.186,0.5256,10.977376,27.866648,33.7,2,9,1,1.11E+31,0.0704,5159,4.548,0.16,0.821,0.868,298.97217,44.132381,14.839,15.572,14.792,14.524,14.364,13.376,12.923,12.782,0.712,19.9314893,44.13239,0.41,0.05,-0.00023,-0.00021,-0.6,0.07,0.6,-0.61,0.05,0.61
1467,1,0,0,0,0.934885365,131.580676,2454964.581,0,0.731,1.4083,270,0.01638,1.07711,3.21,0.0184,78.54,2080,4435.29,3.68,0.098,0.6538,4.7595024,45.290287,57.8,1,1432,1,1.11E+31,0.5954,4777,3.909,0.56,1.795,0.953,298.3266,45.31551,14.145,15.087,14.058,13.741,13.536,12.424,11.863,11.753,0.158,19.8884313,45.315455,-0.31,-0.2,9.60E-05,-6.00E-06,0.016,0.1,0.101,0.167,-0.217,0.274
1468,0.862,0,0,0,25.7626846,147.6963,2454980.696,0,0.327,6.908,620,0.022795,0.60038,2.66,0.1709,89.32,633,37.99,27.62,0.2602,0.4096,7.1706915,33.93693,38,2,47,1,1.11E+28,0.8467,5739,4.381,0.14,1.069,1.002,285.79947,42.811779,15.087,15.518,15.033,14.902,14.858,14.007,13.592,13.673,0.695,19.053304,42.81182,0.26,0.14,-0.0001,-0.0001,-0.37,0.02,0.37,-0.31,-0.02,0.31
1469,0.995,0,0,0,11.0317836,362.3431,2455195.343,0,0.405,4.753,182,0.012457,0.69388,1.45,0.0971,88.59,840,117.67,16.47,0.2602,0.4096,4.2159834,13.435833,14.1,2,105,2,1.11E+28,0.2099,5739,4.381,0.14,1.069,1.002,285.79947,42.811779,15.087,15.518,15.033,14.902,14.858,14.007,13.592,13.673,0.002,19.053306,42.81118,0.4,-2.2,-5.00E-05,0.0004,-0.95,-0.24,0.98,-0.88,-0.28,0.92
1470,1,0,0,0,4.12511935,133.64014,2454966.64,0,0.253,2.877,115,0.00976,1.37114,0.88,0.049,88.65,1016,252.18,10.72,0.2396,0.4415,4.203215,16.764023,21.6,2,298,2,1.11E+31,0.8036,5598,4.565,-0.1,0.83,0.928,295.94641,42.65892,14.236,14.761,14.164,14.011,13.919,12.997,12.636,12.58,0,19.729755,42.65846,-0.24,-1.67,2.10E-05,0.00018,0.89,-0.69,1.13,0.83,-0.88,1.21
1471,1,0,0,0,4.22464216,133.09108,2454966.091,0,0.913,1.403,987,0.03465,1.49538,4.31,0.0546,85.33,1279,631.55,11.22,0.3024,0.3288,4.175575,27.598013,7.7,1,248,1,1.11E+31,0.6272,6343,4.408,0.07,1.14,1.213,294.69772,38.364159,15.341,15.788,15.283,15.15,15.065,14.246,14.043,13.884,0.305,19.6465136,38.3641,-0.05,-0.23,0.00031,-0.00023,-0.14,0.24,0.28,-0.1,0.32,0.33
1472,0.978,0,0,0,13.12162167,133.39526,2454966.395,0,0.807,3.6138,197,0.014262,0.54754,1.99,0.1123,87.29,913,164.48,17.08,0.3029,0.3239,5.364537,27.209827,32.7,2,97,2,1.11E+31,0.6773,6140,4.265,0,1.277,1.094,292.42108,37.682819,12.992,13.349,12.949,12.839,12.805,12,11.745,11.704,0.006,19.4947532,37.6826,0.65,-0.79,-0.000111,0.000123,-0.4,0.14,0.42,-0.31,0.14,0.34
1473,0.999,0,0,0,49.6220669,137.10149,2454970.101,0,0.939,7.222,506,0.025794,0.07822,3.33,0.2726,87.52,546,20.99,21.7,0.2826,0.3729,11.796135,38.522243,47.6,1,28,1,1.11E+31,0.4971,5938,4.331,0.16,1.184,1.097,286.71072,43.043449,13.429,13.784,13.375,13.276,13.246,12.363,12.075,12.011,0,19.1140559,43.043283,0.31,-0.6,-0.00025,0.00022,0.24,0.09,0.26,0.2,-0.12,0.23
1474,1,0,0,0,8.08801663,138.73516,2454971.735,0,0.744,1.8334,953,0.030765,4.02971,2.94,0.0753,88.23,792,92.93,24.1,0.1914,0.5167,7.423082,39.4025,46.1,1,168,1,1.11E+31,0.6206,5269,4.494,0.14,0.874,0.87,300.37128,46.408279,14.624,15.298,14.557,14.335,14.196,13.257,12.794,12.732,0.015,20.0247744,46.408146,0.83,-0.48,-3.00E-05,0.0004,-0.11,-0.07,0.13,-0.02,-0.39,0.39
1475,1,0,0,0,11.55103848,134.90803,2454967.908,0,0.493,3.3601,403,0.018791,1.82309,2.17,0.1005,88.79,845,120.76,23.43,0.2868,0.3588,6.9801226,40.4234,49.8,1,116,1,1.11E+31,0.4981,5907,4.395,0,1.058,1.014,294.61301,45.060169,14.138,14.572,14.086,13.952,13.901,13.022,12.714,12.665,0.003,19.6408647,45.060296,-0.08,0.45,-7.00E-05,-0.00021,-0.1,0.03,0.1,-0.13,0.07,0.14
1476,1,0,0,0,4.469754641,131.84402,2454964.844,0,0.494,1.813,554,0.022136,4.5461,2.26,0.0535,88.32,1103,350.69,16.87,0.2889,0.3511,5.920085,40.748875,37.1,1,304,1,1.11E+31,0.0943,5988,4.507,-0.12,0.934,1.021,289.2489,47.650101,14.769,15.227,14.705,14.572,14.498,13.574,13.272,13.169,0.057,19.2832695,47.650022,0.34,-0.28,-0.00017,0.00014,0.03,0.09,0.09,-0.03,0.12,0.12
1477,1,0,0,0,15.77382794,137.53051,2454970.531,0,0.035,4.957,314,0.016277,1.14507,2.72,0.1291,89.92,955,196.14,24.7,0.303,0.3166,5.981702,34.133038,30.4,1,86,1,1.11E+31,0.0233,6283,4.129,-0.06,1.531,1.15,288.41769,46.590431,13.205,13.753,13.148,12.97,13.7967551,12.203,11.957,11.895,0.43,19.2278524,46.590424,0.26,-0.03,-5.20E-05,2.00E-05,0.32,-0.1,0.34,0.35,0.01,0.35
1478,1,0,0,0,6.56226483,132.61123,2454965.611,0,0.643,4.0144,261,0.01552,0.41998,3.07,0.0732,86.26,1290,654.67,9.85,0.2865,0.3671,5.451816,33.815254,41.2,2,203,1,1.11E+31,0.7164,5878,4.005,0.24,1.812,1.212,296.06433,45.428619,13.996,14.433,13.934,13.809,13.752,12.848,12.574,12.496,0.763,19.7376196,45.428653,-0.06,0.12,1.00E-05,-3.10E-05,-0.13,-0.04,0.14,-0.14,0.04,0.14
1479,1,0,0,0,20.67876365,151.69245,2454984.692,0,0.665,4.6395,324,0.017394,0.79795,2.42,0.1518,88.55,749,74.36,26.2,0.2555,0.4191,5.9633765,26.140358,42.6,3,64,2,1.11E+31,0.3303,5865,4.266,0.16,1.272,1.088,290.23764,41.331379,13.598,14.012,13.549,13.42,13.356,12.488,12.194,12.144,0.193214286,19.3491792,41.331377,0.13,-0.01,0.001963112,1.00E-05,-0.15,0.08,0.17,-0.21,0.11,0.23
1480,0.993,0,0,0,50.79034648,135.632759,2454968.633,0,0.058,10.8474,5670,0.069067,0.40843,10.6,0.2776,89.91,612,33.12,38.189,0.303,0.3166,91.49705,376.44238,508.8,2,29,1,1.11E+31,0.8965,6163,4.185,-0.06,1.406,1.102,288.79303,48.04023,14.274,14.607,14.213,14.131,14.095,13.324,12.988,13.011,0.062,19.25287361,48.0402041,0.156,-0.093,-0.00013,-0.00016,0.001,-0.002,0.002,0.061,-0.063,0.087
1481,1,0,0,0,9.59993246,136.58227,2454969.582,0,0.063,4.3206,271,0.014963,1.04528,2.08,0.091,89.79,967,206.91,17.2,0.2555,0.4191,5.2048445,32.263363,52,3,142,1,1.11E+31,0.8008,5865,4.266,0.16,1.272,1.088,290.23764,41.331379,13.598,14.012,13.549,13.42,13.356,12.488,12.194,12.144,0.193214286,19.3491634,41.331341,-0.51,-0.14,0.001963112,4.40E-05,-0.32,-0.26,0.42,-0.39,-0.24,0.45
1482,0.933,0,0,0,2.0248205,132.35465,2454965.355,0,0.248,2.55,63.3,0.007277,0.97398,1.01,0.0322,87.61,1625,1652.5,5.954,0.2555,0.4191,4.208786,16.003586,20.2,3,621,3,1.11E+31,0.9686,5865,4.266,0.16,1.272,1.088,290.23764,41.331379,13.598,14.012,13.549,13.42,13.356,12.488,12.194,12.144,0.193214286,19.349183,41.33098,0.29,-1.44,0.001963112,9.90E-05,-0.72,-0.07,0.73,-0.79,-0.05,0.79
1483,0.861,0,0,0,201.118319,187.56986,2455020.57,0,0.001,10.328,585,0.021853,1.6429,2.28,0.6559,90,300,1.92,152.01,0.2622,0.4035,10.35031,21.656965,34.7,1,7,1,1.11E+31,0.4296,5646,4.447,0,0.954,0.929,283.11377,48.13139,13.328,13.811,13.285,13.12,13.069,12.181,11.845,11.772,0.787,18.87425,48.131363,-0.08,-0.1,-6.00E-05,-6.00E-05,-1.01,0.81,1.29,-0.97,0.54,1.11
1484,1,0,0,0,24.7577652,142.06826,2454975.068,0,0.896,6.998,459,0.023093,0.07423,2.44,0.1688,86.17,644,40.74,13.4,0.2916,0.3447,7.0413713,31.792923,37.6,1,55,1,1.11E+31,0.2426,6106,4.487,-0.16,0.966,1.043,293.88177,49.683151,14.49,14.896,14.427,14.315,14.256,13.405,13.096,13.034,0.548,19.592105,49.68314,-0.45,-0.02,0.00017,0,0.16,0.04,0.17,0.09,0.05,0.1
1485,1,0,0,0,12.7983174,133.64979,2454966.65,0,0.738,6.401,337,0.01815,0.14332,2.88,0.1072,86.06,908,160.33,10.75,0.2286,0.4641,5.885593,31.15827,38.2,3,107,1,1.11E+31,0.5003,5592,4.115,0.16,1.451,1,289.19958,49.305721,14.513,14.944,14.454,14.329,14.292,13.391,13.076,13.047,0.862,19.279973,49.30563,0.01,-0.31,-1.00E-05,-4.00E-05,-0.02,-0.44,0.44,-0.19,-0.89,0.91
1486,1,0,0,0,10.13200555,132.91155,2454965.912,0,0.03,3.1683,912,0.02728,2.91174,1.67,0.0756,89.93,574,25.66,25.09,0.1941,0.5188,5.9245596,31.41136,37.6,2,116,1,1.11E+28,0.9844,4777,4.689,-1.08,0.561,0.561,288.66891,39.824009,15.629,16.457,15.602,15.274,15.077,14.022,13.44,13.368,0,19.2445896,39.824305,-0.24,1.06,3.00E-05,-0.00119,0.12,0.03,0.12,0.11,0.01,0.11
1487,1,0,0,0,38.505224,158.30491,2454991.305,0,0.654,5.941,695,0.025468,0.76267,2.45,0.2159,89.04,532,18.98,39.1,0.2979,0.3238,8.394553,28.735064,35.5,1,36,1,1.11E+31,0.0424,5974,4.504,-0.42,0.881,0.904,281.66299,47.568581,14.777,15.221,14.728,14.586,14.509,13.604,13.197,13.195,0,18.777507,47.56844,-0.9,-0.5,0.00018,0.00066,0.23,0.14,0.27,0.16,0.25,0.3
1488,0.983,0,0,0,4.6126736,132.7757,2454965.776,0,0.755,3.0643,133,0.011477,0.42038,1.6,0.0559,84.44,1294,663.8,7.79,0.3029,0.3239,5.7404814,28.70658,34.3,2,293,1,1.11E+31,0.1091,6140,4.265,0,1.277,1.094,292.42108,37.682819,12.992,13.349,12.949,12.839,12.805,12,11.745,11.704,0.037,19.4947293,37.6829,-0.37,0.29,5.90E-05,-5.90E-05,0.03,0.43,0.43,0.11,0.43,0.44
1489,0.999,0,0,0,8.67890312,133.03651,2454966.037,0,0.203,3.5317,541,0.021018,1.66733,2.56,0.0805,89.38,905,158.43,18.79,0.224,0.4695,5.497077,29.641619,37.4,4,126,1,1.11E+31,0.0335,5509,4.308,0.16,1.116,0.924,294.15271,38.23304,14.523,15.04,14.476,14.301,14.225,13.332,12.957,12.924,0.31,19.610177,38.23295,-0.12,-0.33,0.00023,4.00E-05,0.07,0.12,0.14,0.22,0.25,0.33
1490,1,0,0,0,39.3135699,154.93767,2454987.938,0,0.006,5.0137,500,0.020516,2.79643,2.07,0.227,89.99,540,20.04,61.13,0.2916,0.3447,8.180487,25.298313,33.8,1,33,1,1.11E+31,0.8941,6060,4.509,-0.22,0.925,1.008,289.06433,47.11742,14.476,14.893,14.419,14.297,14.246,13.369,13.053,12.988,0.184,19.270958,47.11732,0.07,-0.38,4.00E-05,0.00019,0.13,0.04,0.13,0.23,0.1,0.25
1491,1,0,0,0,5.94565516,133.99359,2454966.994,0,0.229,2.1604,401,0.018129,4.86272,1.12,0.0536,89.37,568,24.71,20.87,0.2238,0.5081,4.6647468,26.828835,28.5,1,227,1,1.11E+31,0.2667,3974,4.7,-0.06,0.564,0.581,284.47653,46.252579,15.026,16.412,15.052,14.432,14.092,12.876,12.211,12.073,0.107,18.965119,46.25277,0.61,0.7,-0.00025,-7.00E-05,-0.13,0,0.13,0.01,0.42,0.42
1492,1,0,0,0,1.52373073,131.61813,2454964.618,0,0.942,1.4796,365,0.022705,0.28756,1.26,0.0208,73.31,818,105.95,3.28,0.3037,0.4224,3.7324114,26.808985,34.1,1,881,1,1.11E+31,0.7632,3746,4.736,0,0.51,0.516,287.50116,47.469269,15.313,16.764,15.398,14.78,14.444,13.217,12.555,12.415,0,19.1667315,47.46923,-0.48,-0.14,-0.0003,0.00019,0.58,-0.57,0.82,-0.29,-0.31,0.42
1493,0.998,0,0,0,4.225384543,137.5606891,2454970.561,0,0.074,2.82038,7560,0.078185,1.98451,9,0.0516,89.66,1111,360.46,12.3266,0.2111,0.4955,116.94335,1401.7281,1457.8,1,313,1,1.11E+31,0.8434,5574,4.403,0.42,1.054,1.025,287.13058,42.350151,14.014,14.546,13.935,13.785,13.727,12.746,12.426,12.354,0.193214286,19.142039,42.3501717,0.0398,0.0782,0.00019,-0.002181224,-0.006,-0.001,0.006,-0.018,0.061,0.064
1494,0.997,0,0,0,60.0853848,153.25707,2454986.257,0,0.79,7.007,432,0.020987,0.39852,2.4,0.3148,88.93,485,13.07,42.4,0.2826,0.3729,11.139173,39.420227,51.7,1,19,1,1.11E+31,0.9897,6028,4.459,0.21,1.047,1.149,285.10406,45.008171,13.43,13.79,13.375,13.276,13.248,12.456,12.156,12.169,0,19.0069449,45.00797,0.29,-0.72,-6.00E-05,0.0003,0.29,-0.19,0.34,0.4,-0.16,0.43
1495,0.99,0,0,0,43.0343364,137.69007,2454970.69,0,0.882,6.571,542,0.025125,0.18252,2.5,0.2327,88.07,484,13.01,26.1,0.2327,0.4526,11.465475,37.634098,50,1,27,1,1.11E+31,0.9436,5550,4.476,0,0.911,0.906,296.95886,46.394131,13.534,14.097,13.476,13.293,13.215,12.247,11.914,11.83,0.101,19.7972523,46.394037,-0.21,-0.34,0.00014,0.00011,-0.48,-0.12,0.49,-0.48,-0.28,0.56
1496,0.999,0,0,0,46.2991052,155.80223,2454988.802,0,0.025,5.2481,855,0.026296,2.91812,4.33,0.2436,89.98,592,29.04,69.15,0.2427,0.4368,10.634604,34.45179,55,1,31,1,1.11E+31,0.8535,5396,4.035,-0.06,1.507,0.898,297.07861,49.502079,14.082,14.731,14.029,13.804,13.679,12.743,12.306,12.283,0.717,19.8052519,49.502084,0.39,0.01,-0.00013,7.00E-05,-0.11,0.1,0.14,0.02,0.18,0.18
1497,0.862,0,0,0,88.6440015,145.47193,2454978.472,0,0.724,7.82,626,0.024607,0.59555,2.51,0.3815,89.34,391,5.51,62.8,0.2622,0.4035,14.281977,38.35715,57.6,1,15,1,1.11E+31,0.4822,5661,4.471,0,0.934,0.941,292.0134,49.019119,13.748,14.214,13.694,13.548,13.504,12.573,12.206,12.152,0.059,19.4675668,49.019042,0.24,-0.28,0,0.00019,0.31,-0.29,0.43,0.47,-0.18,0.5
1498,0.999,0,0,0,35.01190875,150.37126,2454983.371,0,0.927,2.868,437,0.023595,1.02226,2.97,0.2124,88.69,603,31.35,40.5,0.2602,0.4096,7.4211526,27.80376,34,1,39,1,1.11E+31,0.842,5872,4.332,0.1,1.153,1.041,291.53439,47.0425,13.624,13.963,13.575,13.479,13.435,12.592,12.313,12.259,0.028,19.435628,47.04273,0.06,0.81,1.00E-05,-0.00025,0.05,-0.09,0.1,0.06,-0.05,0.08
1499,1,0,0,0,16.57099265,133.90704,2454966.907,0,0.55,2.9052,645,0.023913,3.6704,2.03,0.121,89.16,614,33.53,37.6,0.2434,0.4341,6.27216,33.874874,40.9,2,78,1,1.11E+31,0.6192,5483,4.589,-0.22,0.779,0.865,285.12204,44.1106,14.64,15.212,14.581,14.394,14.291,13.37,12.937,12.898,0.131,19.0081272,44.110491,-0.31,-0.39,0.00014,0.00018,-0.18,-0.12,0.21,-0.24,-0.26,0.35
1500,1,0,0,0,16.00496657,135.25305,2454968.253,0,0.013,6.5047,378,0.017862,0.51784,3.71,0.1396,89.96,1040,276.53,19.14032,0.3168,0.2958,5.9957867,34.956825,49.8,1,84,1,1.11E+31,0.8718,6384,4.029,0.12,1.904,1.412,292.75732,43.42691,12.818,13.074,12.77,12.708,12.726,11.887,11.713,11.684,0.101,19.5171511,43.426832,-0.14,-0.28,7.40E-05,7.00E-06,0.07,0.03,0.08,0.12,-0.2,0.23
1501,1,0,0,0,1.954525966,132.29679,2454965.297,0,0.673,2.0944,393,0.019224,0.8297,2.38,0.0307,82.98,1540,1331.18,5.51,0.2555,0.4191,5.1833353,35.474197,43.1,3,687,1,1.11E+31,0.661,5741,4.331,0.16,1.136,1.01,294.61365,45.984619,15.356,15.817,15.287,15.159,15.065,14.179,13.843,13.728,0.625,19.640918,45.98453,0.29,-0.32,-0.0001,1.00E-05,0.01,0.41,0.41,0.09,0.35,0.36
1502,0.269306122,0,0,0,15.09521323,139.474359,2454972.474,0,0.69544898,3.41,10231.17449,0.10857801,2.861124388,17.37489796,0.09180102,72.65908163,1580.163265,31090.7949,17.74603716,0.246305102,0.42002551,73.13507722,290.5218273,103.6081633,3,513.6122449,1.102040816,8.91E+30,0.505287755,5632.693878,4.29494898,-0.153367347,2.228591837,1.011989796,294.61365,45.984619,15.356,15.817,15.287,15.159,15.065,14.179,13.843,13.728,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
1503,1,0,0,0,7.23400381,137.67742,2454970.677,0,0.032,2.165,453,0.019155,6.3602,1.78,0.0702,89.93,831,112.48,26.01,0.2327,0.4526,4.9379325,30.212036,34.3,1,141,1,1.11E+31,0.604,5411,4.523,0,0.85,0.879,283.46936,40.13261,14.139,14.744,14.064,13.879,13.79,12.838,12.475,12.396,0.159,18.8979599,40.13258,0.11,-0.1,-0.00015,-0.00015,0.09,-0.02,0.09,-0.02,-0.28,0.28
1504,1,0,0,0,6.77408984,135.95524,2454968.955,0,0.026,2.6215,520,0.020933,3.37561,2.5,0.0741,89.92,1058,295.82,20.16,0.3024,0.3288,5.4710145,28.430346,33.6,1,198,1,1.11E+31,0.9972,6246,4.433,0.07,1.092,1.18,293.14447,46.666241,15.368,15.79,15.3,15.188,15.11,14.268,13.967,13.903,0.678,19.542957,46.66625,-0.25,0.02,6.00E-05,-0.00011,-0.21,0.04,0.21,-0.34,-0.1,0.36
1505,1,0,0,0,20.17202467,141.209182,2454974.209,0,0.334,3.1488,5370,0.066137,5.65507,6.24,0.1353,89.61,564,24,49.55,0.1451,0.582,37.637707,198.6218,226.8,2,65,1,1.11E+31,0.2144,5064,4.474,0.18,0.864,0.811,299.21317,41.424831,14.711,15.434,14.637,14.4,14.263,13.25,12.769,12.711,0,19.9475577,41.424783,0.554,-0.17,0.00108,-0.00098,-0.066,0.129,0.145,0.143,0.12,0.186
1506,1,0,0,0,26.41044199,149.39541,2454982.395,0,0.674,3.0715,991,0.03051,3.64318,2.45,0.1616,89.25,512,16.27,51.2,0.2521,0.421,5.6758294,24.82197,31.2,1,52,1,1.11E+31,0.4059,5448,4.613,-0.38,0.734,0.815,284.18329,45.0741,15.593,16.181,15.536,15.34,15.195,14.249,13.842,13.757,0.193214286,18.945552,45.0742,-0.02,0.34,0.001963112,-0.00044,0.35,-0.06,0.36,0.25,-0.01,0.25
1507,1,0,0,0,8.27745764,138.25667,2454971.257,0,0.261,2.713,197,0.012663,3.27949,2.46,0.077,89.35,1088,331.35,22.82,0.2115,0.485,5.627897,25.780085,17.3,1,166,1,1.11E+31,0.1569,5129,3.884,-0.16,1.781,0.887,297.02109,41.377171,13.115,13.805,13.055,12.82,12.681,11.694,11.167,11.124,0.193214286,19.8014021,41.37726,-0.16,0.32,6.70E-05,-0.002181224,-0.19,0.19,0.27,-0.06,0.22,0.23
1508,1,0,0,0,14.37504582,139.05924,2454972.059,0,0.927,3.208,251,0.017825,0.27281,2.05,0.1167,86.3,786,90.16,14.39,0.2868,0.3588,4.8745027,22.670963,15.7,1,76,1,1.11E+31,0.6696,5931,4.403,0,1.053,1.023,296.75574,46.998291,13.286,13.711,13.21,13.104,13.073,12.123,11.829,11.73,0.827,19.783726,46.99838,0.33,0.33,-1.90E-05,-2.70E-05,-0.32,-0.27,0.42,-0.17,-0.08,0.18
1509,1,0,0,0,6.31219171,136.93315,2454969.933,0,0.018,4.9377,404,0.018482,0.46944,2.17,0.0695,89.9,1096,342.04,9.962,0.302,0.319,5.240864,28.343649,35.6,1,215,1,1.11E+31,0.1827,6322,4.426,-0.12,1.075,1.124,292.13525,37.889622,14.959,15.375,14.917,14.78,14.724,13.869,13.568,13.527,0,19.4756891,37.88944,0.22,-0.63,0.00031,-0.00051,-1.42,2.85,3.18,-0.22,0.2,0.3
1510,0.997,0,0,0,147.97391,263.08561,2455096.086,0,0.034,6.854,1270,0.032114,4.25487,3.33,0.5302,89.99,329,2.78,170.1,0.2327,0.4526,11.1462345,23.204792,26.4,1,9,1,1.11E+31,0.4109,5578,4.44,0,0.95,0.905,292.59164,38.399658,14.904,15.373,14.86,14.703,14.613,13.773,13.389,13.371,0.644,19.506106,38.3996,-0.11,-0.2,-7.00E-05,0.00031,0.21,-0.08,0.22,0.18,-0.19,0.26
1511,0.975,0,0,0,13.24503482,142.00573,2454975.006,0,0.498,4.4078,156,0.011651,0.8915,1.77,0.1092,88.59,887,146.31,20.22,0.2638,0.4046,5.2294526,27.768732,35.7,1,99,1,1.11E+31,0.3824,5636,4.147,0.12,1.39,0.988,299.5495,45.769749,12.584,13.178,12.536,12.329,12.256,11.422,11.151,11.056,0,19.969989,45.7696,0.87,-0.53,-0.000128,0.000118,0.52,-0.24,0.57,0.4,-0.1,0.42
1512,0.937,0,0,0,77.2550726,159.32399,2454992.324,0,0.837,10.214,590,0.024976,0.12697,3.7,0.3781,88.6,548,21.37,34.2,0.311,0.2914,7.940858,22.165401,44,1,17,1,1.11E+31,0.4643,6564,4.255,-0.16,1.356,1.212,296.46448,49.182907,13.754,14.177,13.701,13.573,13.7967551,12.448,12.215,12.176,0.869,19.764304,49.182931,0.17,0.09,0,4.00E-05,-0.12,-0.26,0.28,-0.13,-0.19,0.23
1513,0.9,0,0,0,3.85690686,134.47405,2454967.474,0,0.466,2.0808,128,0.010442,2.61216,0.93,0.0466,87.9,972,210.44,12.71,0.1914,0.5167,4.598209,20.862171,24.3,1,347,1,1.11E+31,0.2734,5272,4.574,0.12,0.813,0.902,289.44452,41.31776,13.746,14.372,13.684,13.478,13.37,12.388,11.989,11.907,0.001,19.296289,41.31767,-0.5,-0.31,0.000106,0.000103,0.17,0.07,0.18,0.61,0.64,0.88
